ra ,dec,u,b,v,r,i,j,h,k
10.311,41.146,17.143,17.650,17.350,17.233,16.944,9999.000,9999.000,9999.000
10.324,40.874,21.363,20.800,19.868,19.334,18.596,9999.000,9999.000,9999.000
10.330,40.751,19.807,19.528,18.581,17.973,17.248,9999.000,9999.000,9999.000
10.362,40.785,20.702,20.922,20.135,19.212,18.528,9999.000,9999.000,9999.000
10.465,40.785,17.778,17.767,17.120,16.779,16.357,16.010,15.988,15.645
10.500,40.768,17.439,17.522,16.918,16.578,16.170,9999.000,9999.000,9999.000
10.516,40.793,20.979,20.236,19.070,18.213,17.369,16.441,16.166,15.657
10.570,40.862,20.216,19.624,18.710,18.161,17.570,9999.000,9999.000,9999.000
10.582,41.451,19.244,18.731,17.893,17.434,17.005,9999.000,9999.000,9999.000
10.585,40.856,18.813,19.159,18.801,18.436,18.022,9999.000,9999.000,9999.000
10.618,40.860,18.665,18.475,17.747,17.325,16.815,15.894,15.022,15.554
10.647,40.873,19.276,18.864,17.913,17.343,16.738,9999.000,9999.000,9999.000
10.663,41.283,18.233,17.794,16.944,16.480,15.975,9999.000,9999.000,9999.000
10.734,40.998,19.256,19.082,18.507,17.908,17.623,9999.000,9999.000,9999.000
10.750,41.345,18.598,18.099,17.243,16.773,16.354,15.334,14.898,14.600
10.888,41.568,19.007,18.818,18.115,17.691,17.188,9999.000,9999.000,9999.000
10.922,41.813,20.003,19.803,19.075,18.618,18.097,9999.000,9999.000,9999.000
10.937,41.767,20.764,20.475,19.797,19.285,18.514,9999.000,9999.000,9999.000
10.964,41.780,17.166,17.984,17.944,17.900,17.751,9999.000,9999.000,9999.000
10.967,41.711,20.382,19.631,18.713,18.104,17.487,9999.000,9999.000,9999.000
10.970,41.795,19.994,20.113,19.697,19.494,19.077,9999.000,9999.000,9999.000
10.970,41.831,20.061,19.414,18.474,17.974,17.387,9999.000,9999.000,9999.000
10.980,41.486,21.360,19.882,18.563,17.660,16.775,15.831,14.659,14.394
10.985,41.748,21.095,20.550,19.950,19.190,18.039,9999.000,9999.000,9999.000
10.991,41.589,19.341,18.851,18.023,17.564,17.036,9999.000,9999.000,9999.000
11.000,41.809,19.141,18.552,17.672,17.193,16.619,16.166,16.049,15.108
11.000,41.859,20.033,20.315,19.346,18.472,17.732,16.148,15.005,14.540
11.040,41.566,18.483,18.906,19.026,18.922,18.482,9999.000,9999.000,9999.000
11.051,41.610,19.646,19.487,18.743,18.307,17.662,9999.000,9999.000,9999.000
11.051,41.588,17.645,17.648,17.251,17.063,16.919,9999.000,9999.000,9999.000
11.113,41.621,20.181,19.790,18.988,18.557,18.088,9999.000,9999.000,9999.000
11.121,41.336,17.818,18.108,17.712,17.523,17.254,9999.000,9999.000,9999.000
11.129,41.306,19.841,19.141,18.182,17.607,17.114,9999.000,9999.000,9999.000
11.142,41.796,21.488,21.094,20.087,19.234,18.683,9999.000,9999.000,9999.000
11.153,41.880,19.885,19.671,18.962,18.305,17.954,9999.000,9999.000,9999.000
11.162,41.920,21.204,20.328,19.115,18.249,17.276,16.140,15.122,15.588
11.179,41.418,21.744,20.388,18.949,17.859,16.827,15.365,14.268,14.109
11.179,41.557,18.447,18.360,17.714,17.288,16.736,15.901,15.279,15.408
11.203,42.102,22.376,21.030,19.639,18.624,17.510,16.204,15.449,15.047
11.204,41.800,19.393,19.193,18.519,18.130,17.478,9999.000,9999.000,9999.000
11.226,41.537,19.018,18.989,18.385,18.024,17.545,9999.000,9999.000,9999.000
11.247,41.889,20.543,20.070,19.485,19.022,18.317,9999.000,9999.000,9999.000
11.294,41.839,18.677,18.794,18.258,17.974,17.460,9999.000,9999.000,9999.000
11.362,41.645,19.936,20.180,19.623,19.011,18.016,9999.000,9999.000,9999.000
11.376,41.730,19.277,19.967,19.597,19.182,18.495,9999.000,9999.000,9999.000
11.404,41.738,18.183,17.498,16.562,15.996,15.430,14.631,14.164,14.008
11.421,41.919,18.256,18.883,18.574,18.404,18.049,9999.000,9999.000,9999.000
11.447,41.659,21.452,20.869,19.959,19.391,18.643,9999.000,9999.000,9999.000
11.547,41.647,20.330,20.256,19.571,19.185,18.664,9999.000,9999.000,9999.000
11.611,41.644,20.495,20.236,19.496,19.002,18.389,9999.000,9999.000,9999.000
11.662,41.992,19.133,18.746,17.911,17.405,16.902,16.500,9999.000,16.050
11.678,41.977,18.628,19.282,18.897,18.660,18.320,9999.000,9999.000,9999.000
9.724,40.642,18.200,18.660,18.401,18.275,17.985,9999.000,9999.000,9999.000
9.848,40.245,17.863,17.876,17.167,16.789,16.296,15.856,15.248,15.523
9.996,40.471,17.605,18.394,18.274,18.189,17.887,9999.000,9999.000,9999.000
10.035,40.633,18.785,19.038,18.565,18.217,17.591,9999.000,9999.000,9999.000
10.239,40.365,19.383,19.218,17.978,17.263,16.498,15.706,15.090,14.482
10.264,40.769,20.427,20.088,19.271,18.811,18.291,9999.000,9999.000,9999.000
10.379,40.652,20.876,20.601,19.846,19.108,18.489,9999.000,9999.000,9999.000
10.416,40.943,21.470,20.939,19.423,18.640,17.808,16.295,15.349,15.000
10.559,41.574,19.653,18.888,17.930,17.338,16.846,9999.000,9999.000,9999.000
10.625,41.391,18.802,18.588,17.889,17.493,17.115,9999.000,9999.000,9999.000
10.686,40.908,20.224,19.008,17.675,16.773,15.888,14.575,13.787,13.769
10.707,41.377,16.569,16.479,15.796,15.519,15.119,14.799,14.296,15.026
10.713,41.388,18.750,18.198,17.332,16.903,16.548,9999.000,9999.000,9999.000
10.816,41.509,21.086,20.168,18.811,17.947,17.170,15.982,15.214,15.252
10.849,41.588,20.956,20.498,19.610,19.026,18.209,9999.000,9999.000,9999.000
10.893,41.680,20.788,19.585,18.469,17.728,17.001,9999.000,9999.000,9999.000
10.928,41.775,19.865,19.348,18.605,18.143,17.651,9999.000,9999.000,9999.000
10.935,41.785,18.439,18.804,18.624,18.613,18.494,9999.000,9999.000,9999.000
10.938,41.466,21.055,20.616,19.933,19.417,18.552,9999.000,9999.000,9999.000
11.065,41.892,21.617,20.251,19.590,18.832,18.084,9999.000,9999.000,9999.000
11.072,41.821,19.866,19.280,18.365,17.768,17.116,15.849,15.183,15.416
11.112,41.643,21.509,20.385,19.030,17.854,16.472,15.340,14.942,14.518
11.124,41.927,19.341,19.372,18.806,18.484,18.018,9999.000,9999.000,9999.000
11.143,41.855,20.570,20.515,20.113,19.773,19.229,9999.000,9999.000,9999.000
11.156,42.147,21.883,20.596,19.229,18.328,17.273,16.090,15.146,14.986
11.182,41.789,22.290,20.872,19.403,18.398,17.248,9999.000,9999.000,9999.000
11.279,42.297,20.157,19.765,18.914,18.454,17.749,9999.000,9999.000,9999.000
11.280,41.396,20.624,20.176,19.315,18.699,17.800,9999.000,9999.000,9999.000
11.312,41.670,19.848,19.679,19.228,18.952,18.498,9999.000,9999.000,9999.000
11.314,41.795,18.601,18.686,17.998,17.598,17.102,9999.000,9999.000,9999.000
11.332,41.603,21.330,20.533,19.268,18.268,17.137,15.974,15.276,14.958
11.346,41.505,21.024,20.332,19.317,18.679,17.905,9999.000,9999.000,9999.000
11.352,41.462,21.668,20.638,19.045,18.047,17.024,15.964,15.361,14.980
11.377,41.621,19.285,19.271,18.542,18.096,17.466,9999.000,9999.000,9999.000
11.382,41.475,21.702,20.854,19.539,18.708,17.762,16.711,15.766,15.246
11.392,41.469,22.988,21.391,20.082,19.241,18.360,9999.000,9999.000,9999.000
11.418,41.704,19.854,19.719,19.051,18.657,18.157,9999.000,9999.000,9999.000
11.434,41.715,17.489,18.049,17.777,17.533,17.117,9999.000,9999.000,9999.000
11.665,41.860,21.426,20.737,19.753,19.219,18.587,9999.000,9999.000,9999.000
11.701,41.761,17.862,18.156,17.970,17.892,17.688,9999.000,9999.000,9999.000
11.842,42.449,20.485,19.534,18.527,17.909,17.241,16.288,15.680,15.522
11.870,41.897,18.281,18.031,17.320,16.841,16.353,15.949,15.678,15.048
9.304,40.286,16.792,16.561,15.793,15.417,15.031,9999.000,9999.000,9999.000
9.993,40.656,16.730,16.844,16.140,15.773,15.309,14.947,14.577,14.723
10.062,41.013,19.228,18.758,17.856,17.351,16.775,15.978,15.397,18.317
10.068,40.471,18.930,18.726,17.832,17.270,16.638,9999.000,9999.000,9999.000
10.075,40.830,17.781,17.377,16.497,16.033,15.451,14.733,14.205,14.195
10.101,40.698,18.069,17.791,16.958,16.513,15.991,15.400,15.178,15.026
10.164,40.851,17.984,17.710,16.937,16.562,16.105,15.426,14.959,15.102
10.197,41.373,19.851,19.261,18.447,17.964,17.387,9999.000,9999.000,9999.000
10.261,40.613,17.272,16.983,16.076,15.529,15.126,14.233,13.788,13.578
10.294,41.322,19.515,19.018,18.150,17.621,17.016,9999.000,9999.000,9999.000
10.337,41.233,17.835,17.799,17.135,16.803,16.297,9999.000,9999.000,9999.000
10.795,41.756,16.416,16.353,15.756,15.384,15.470,14.812,14.670,14.522
11.044,41.972,17.082,17.163,16.554,16.255,15.765,9999.000,9999.000,9999.000
11.055,41.919,16.827,16.662,15.965,15.610,15.307,14.725,14.278,14.361
11.082,41.933,21.147,20.382,19.383,18.720,18.066,9999.000,9999.000,9999.000
11.116,41.568,16.345,16.159,15.649,15.147,14.662,14.142,13.740,13.648
12.044,42.423,17.442,17.281,16.666,16.290,15.940,15.305,14.810,15.105
10.130,40.748,18.557,17.745,16.513,15.661,14.860,13.961,13.285,13.077
10.286,40.548,21.532,20.552,19.202,18.118,16.885,15.583,15.035,14.752
10.299,41.165,20.307,19.032,17.576,16.533,9999.000,14.339,13.683,13.739
10.410,40.870,22.743,22.699,21.167,19.869,18.318,16.746,15.818,15.581
10.421,41.055,19.950,18.687,17.324,16.388,15.481,14.546,13.825,13.834
10.422,41.245,20.570,19.372,18.219,17.498,16.775,16.051,15.194,15.236
10.533,41.003,15.855,15.789,15.108,14.771,9999.000,13.858,13.515,13.444
10.555,40.810,21.698,21.232,19.935,18.895,17.735,16.017,15.009,14.573
10.627,41.379,19.373,18.350,17.287,16.602,9999.000,15.402,14.876,14.788
10.801,41.046,17.640,17.136,16.272,15.789,9999.000,14.726,14.321,14.549
10.974,41.237,18.508,18.504,17.846,17.467,17.046,16.514,15.992,17.218
10.991,41.758,20.447,19.594,18.332,17.331,16.346,15.394,14.726,14.797
11.059,41.374,20.954,19.557,18.279,17.412,9999.000,15.862,15.203,16.022
11.093,41.563,22.329,21.439,20.369,19.539,18.384,17.052,15.500,15.941
11.364,41.703,23.116,22.160,20.759,19.411,17.642,15.320,14.564,14.385
11.364,41.761,23.347,22.399,21.089,19.883,18.303,15.967,14.958,14.420
11.368,41.500,16.783,16.258,15.424,14.899,9999.000,13.892,13.292,13.394
11.989,42.116,19.456,19.246,18.487,18.036,17.458,9999.000,9999.000,9999.000
11.316,41.746,21.923,20.936,19.576,18.561,17.466,16.062,15.828,15.112
10.741,41.307,21.732,20.793,19.700,19.081,18.499,9999.000,9999.000,9999.000
11.182,40.738,20.476,19.937,18.940,17.970,17.579,15.708,14.811,9999.000
11.671,41.636,20.786,21.047,20.259,19.094,18.140,16.082,15.064,14.791
10.455,42.128,19.180,18.936,18.208,17.813,17.356,15.590,9999.000,9999.000
12.441,41.390,17.705,17.657,17.049,16.744,16.396,15.980,15.774,15.517
10.070,40.658,20.155,19.612,18.706,18.202,17.769,9999.000,9999.000,9999.000
10.407,40.868,18.202,18.491,18.098,17.947,17.714,9999.000,9999.000,9999.000
10.747,41.357,19.891,18.882,17.656,16.848,16.104,15.035,14.321,14.065
10.137,41.578,16.047,16.119,15.578,15.305,14.965,14.555,14.210,14.144
10.156,40.803,19.306,19.102,18.360,17.888,17.454,9999.000,9999.000,9999.000
10.188,40.982,18.986,19.149,18.548,17.996,17.467,9999.000,9999.000,9999.000
10.310,41.754,20.837,19.599,18.209,17.226,16.338,15.210,14.949,14.478
10.410,41.720,19.828,19.526,18.733,18.246,17.861,9999.000,9999.000,9999.000
10.628,41.348,19.850,19.595,18.847,18.366,17.543,14.500,13.554,13.197
10.967,41.264,18.358,18.742,18.364,18.139,17.715,15.734,15.280,9999.000
11.134,40.805,18.955,18.886,18.215,17.762,17.322,9999.000,9999.000,9999.000
11.283,40.861,20.648,19.840,18.715,17.955,17.376,16.535,15.568,15.013
8.885,41.330,18.819,18.581,17.835,17.386,16.931,16.300,16.094,15.764
9.087,40.933,18.941,19.054,18.524,18.221,17.804,9999.000,9999.000,9999.000
9.489,40.539,20.395,19.301,18.069,17.362,16.785,15.756,15.838,14.892
9.721,41.484,18.846,18.731,18.060,17.580,17.277,15.737,9999.000,9999.000
9.838,41.448,19.725,19.232,18.268,17.552,17.011,15.917,15.445,15.898
9.856,41.457,19.216,18.862,18.023,17.473,16.989,15.532,16.025,9999.000
9.881,41.460,18.495,18.214,17.446,16.992,16.533,15.869,16.169,17.741
10.598,42.232,19.104,18.969,18.276,17.850,17.421,16.622,16.153,16.303
10.623,39.881,19.132,18.272,17.203,16.655,16.191,15.388,14.683,14.867
10.661,40.036,18.674,18.458,17.779,17.567,17.625,15.550,9999.000,9999.000
10.672,40.315,18.566,18.597,18.011,17.660,17.220,9999.000,9999.000,9999.000
10.681,42.368,18.470,18.493,17.917,17.611,17.278,9999.000,9999.000,9999.000
10.747,42.113,18.822,18.845,18.277,17.830,17.688,9999.000,9999.000,9999.000
10.750,42.234,18.835,18.953,18.404,18.049,17.633,9999.000,9999.000,9999.000
10.768,39.835,17.495,17.534,16.972,16.560,16.363,16.187,15.716,16.708
10.809,42.233,19.441,19.039,18.208,17.732,17.262,16.002,15.654,9999.000
10.891,42.291,20.045,19.526,18.593,17.992,17.504,9999.000,9999.000,9999.000
10.901,40.648,19.786,19.209,18.233,17.567,16.915,15.982,15.525,15.783
10.956,39.910,18.334,18.078,17.350,16.972,16.566,16.131,15.478,15.797
11.009,42.305,20.589,19.685,18.529,17.797,17.234,16.487,15.509,14.880
11.169,41.679,21.182,19.815,18.425,17.618,16.937,16.047,15.646,15.419
11.181,39.992,19.249,19.170,18.514,18.121,17.744,9999.000,9999.000,9999.000
11.193,40.612,18.481,18.489,17.944,17.735,17.366,9999.000,9999.000,9999.000
11.289,42.044,19.922,18.814,17.458,16.329,14.849,13.424,12.763,12.582
11.360,40.652,18.334,18.248,17.595,17.214,16.815,15.914,15.567,15.699
11.478,40.286,19.730,19.002,17.975,17.370,16.837,15.217,14.668,14.525
11.593,40.673,19.622,18.743,17.586,16.816,16.203,15.221,14.550,14.544
11.609,40.841,18.994,18.687,17.891,17.397,16.944,15.467,14.984,9999.000
11.623,40.555,18.939,18.698,17.976,17.603,17.204,9999.000,9999.000,9999.000
11.623,40.556,18.790,18.528,17.794,17.405,16.958,15.257,15.161,9999.000
11.713,40.029,17.935,17.916,17.357,17.149,16.825,16.424,15.963,16.509
11.724,40.828,19.620,19.022,18.042,17.412,16.915,15.936,15.240,15.423
11.769,40.027,19.519,18.902,17.904,17.240,16.673,15.705,14.989,14.781
11.849,40.326,18.627,18.221,17.383,16.892,16.403,15.426,14.912,14.815
11.960,40.128,19.795,19.027,17.993,17.411,16.869,15.936,15.811,15.699
11.976,41.759,19.184,19.350,18.789,18.270,17.916,9999.000,9999.000,9999.000
12.291,41.290,19.736,19.133,18.175,17.460,17.107,16.531,9999.000,15.722
10.863,40.791,20.068,19.210,17.610,16.590,15.160,13.771,13.099,12.900
10.802,41.470,19.910,19.502,18.650,18.125,17.621,9999.000,9999.000,9999.000
10.991,41.231,16.600,17.267,17.440,17.050,16.850,9999.000,9999.000,9999.000
11.247,41.707,20.703,20.652,19.550,19.640,18.360,16.960,16.117,15.401
10.143,41.651,19.723,19.191,18.666,17.727,17.244,16.468,16.483,15.662
9.140,40.663,18.837,18.469,17.656,17.187,16.747,16.389,15.357,15.733
9.295,41.688,19.653,19.236,18.364,17.800,17.312,9999.000,9999.000,9999.000
10.093,40.835,20.673,20.750,19.963,19.025,18.409,9999.000,9999.000,9999.000
10.201,41.009,20.152,20.110,19.462,19.017,18.494,9999.000,9999.000,9999.000
10.312,40.827,20.248,20.342,19.583,18.632,17.467,15.995,15.263,14.711
10.389,40.661,20.118,20.254,19.721,19.346,18.605,9999.000,9999.000,9999.000
10.522,40.801,20.115,19.968,19.225,18.657,17.963,9999.000,9999.000,9999.000
10.742,41.384,15.717,15.656,15.031,14.699,14.175,13.769,13.441,13.406
10.893,41.727,20.303,20.112,19.296,18.567,17.734,9999.000,9999.000,9999.000
10.971,41.755,20.244,19.931,19.073,18.349,17.282,9999.000,9999.000,9999.000
11.114,41.966,19.426,19.279,18.381,17.891,17.449,16.201,15.492,15.351
11.247,41.551,20.173,19.878,19.079,18.554,18.031,9999.000,9999.000,9999.000
11.416,41.880,19.305,19.399,18.769,18.170,17.936,9999.000,9999.000,9999.000
11.420,40.664,19.559,19.237,18.421,17.885,17.378,9999.000,9999.000,9999.000
11.467,42.091,20.420,20.267,19.614,19.296,18.834,9999.000,9999.000,9999.000
11.712,41.708,20.265,19.691,18.736,18.124,17.511,9999.000,9999.000,9999.000
11.809,40.637,16.754,16.729,16.085,15.650,15.197,14.376,14.024,11.521
12.066,41.392,16.811,16.797,16.197,15.874,15.492,14.924,14.641,14.525
12.168,41.929,18.984,18.982,18.354,17.928,17.476,9999.000,9999.000,9999.000
9.291,40.194,17.100,17.114,16.524,16.190,15.827,15.410,14.763,14.897
9.329,40.797,19.138,18.972,18.269,17.851,17.437,9999.000,9999.000,9999.000
9.788,40.475,18.544,18.250,17.465,16.973,16.466,9999.000,9999.000,9999.000
9.943,40.886,19.054,19.727,19.502,19.322,18.845,9999.000,9999.000,9999.000
9.996,41.761,19.744,19.393,18.570,18.049,17.514,9999.000,9999.000,9999.000
10.000,40.371,19.138,20.082,19.477,18.017,17.390,15.928,15.478,15.137
10.043,41.023,18.591,19.678,19.479,18.967,19.088,9999.000,9999.000,9999.000
10.129,40.656,19.129,19.080,18.414,17.935,17.338,9999.000,9999.000,9999.000
10.135,42.015,20.320,20.092,19.299,18.724,18.286,9999.000,9999.000,9999.000
10.179,41.394,18.659,18.759,18.184,17.790,17.431,9999.000,9999.000,9999.000
10.219,41.541,18.926,19.652,19.397,19.101,18.797,9999.000,9999.000,9999.000
10.235,41.532,19.332,19.161,18.447,18.013,17.630,9999.000,9999.000,9999.000
10.281,42.047,20.056,20.221,19.540,18.790,18.260,9999.000,9999.000,9999.000
10.406,40.989,16.336,16.249,15.602,15.235,14.825,9999.000,9999.000,9999.000
10.411,40.876,18.041,18.115,17.578,17.304,16.868,9999.000,9999.000,9999.000
10.411,40.733,17.722,18.428,18.004,17.456,18.103,9999.000,9999.000,9999.000
10.561,40.853,17.308,18.103,17.933,17.794,17.660,9999.000,9999.000,9999.000
10.590,41.466,18.435,18.370,17.754,17.438,17.019,9999.000,9999.000,9999.000
10.600,41.626,16.450,16.409,15.769,15.370,14.954,13.712,13.987,13.960
10.604,41.354,19.435,19.208,18.413,17.821,17.334,9999.000,9999.000,9999.000
10.774,41.266,17.389,17.479,16.980,16.786,16.401,9999.000,9999.000,9999.000
10.775,41.386,19.256,18.502,17.473,16.892,16.367,9999.000,9999.000,9999.000
10.787,41.432,18.326,17.636,16.616,15.983,15.440,14.619,14.016,13.973
10.789,41.567,17.828,17.917,17.395,17.154,16.825,9999.000,9999.000,9999.000
10.826,42.034,20.399,19.478,18.363,17.750,17.169,16.535,15.488,16.285
10.844,41.761,20.956,21.095,20.164,18.702,17.318,15.816,14.405,14.121
10.859,41.302,18.840,19.044,18.588,18.345,17.810,9999.000,9999.000,9999.000
10.861,41.678,20.015,20.363,19.821,19.393,18.533,9999.000,9999.000,9999.000
10.914,41.172,17.950,18.647,18.341,18.029,18.212,9999.000,9999.000,9999.000
10.914,41.169,16.084,16.547,16.199,15.978,15.712,9999.000,9999.000,9999.000
10.938,41.208,21.114,21.017,20.103,18.941,17.507,15.522,14.410,14.238
10.997,40.801,19.102,19.265,18.702,18.359,18.021,9999.000,9999.000,9999.000
11.008,41.250,18.445,18.649,18.187,17.953,17.498,9999.000,9999.000,9999.000
11.016,41.628,20.179,20.187,19.623,19.333,18.626,9999.000,9999.000,9999.000
11.033,41.784,17.844,18.422,18.141,17.890,17.318,16.855,15.782,16.553
11.044,41.300,17.861,17.938,17.460,17.368,17.192,9999.000,9999.000,9999.000
11.045,41.534,16.073,16.963,16.873,16.853,16.881,9999.000,9999.000,9999.000
11.053,41.289,17.426,18.316,18.191,18.407,20.270,9999.000,9999.000,9999.000
11.082,41.859,19.811,19.748,19.135,18.812,18.279,9999.000,9999.000,9999.000
11.083,40.966,19.640,19.580,18.911,18.464,18.038,9999.000,9999.000,9999.000
11.197,41.432,18.925,19.490,18.990,18.347,18.654,9999.000,9999.000,9999.000
11.237,41.270,19.333,19.144,18.368,17.784,17.264,16.602,16.640,16.223
11.242,41.162,17.282,17.271,16.656,16.288,15.892,9999.000,9999.000,14.061
11.424,41.862,20.202,20.315,19.568,18.648,17.673,9999.000,9999.000,9999.000
11.498,41.854,20.316,20.185,19.418,18.775,18.168,9999.000,9999.000,9999.000
11.731,42.347,17.474,17.933,17.722,17.354,17.006,15.935,14.922,14.429
11.975,41.556,18.288,18.245,17.615,17.239,16.828,9999.000,9999.000,9999.000
11.991,41.576,18.781,18.803,18.194,17.801,17.406,9999.000,9999.000,9999.000
11.994,41.524,19.765,19.586,18.886,18.493,18.051,9999.000,9999.000,9999.000
12.040,41.810,18.428,18.476,17.899,17.559,17.174,9999.000,9999.000,9999.000
12.103,41.882,20.107,19.866,19.099,18.605,18.208,9999.000,9999.000,9999.000
12.127,41.881,17.279,16.310,15.126,14.394,13.780,12.837,12.186,12.100
12.134,41.791,18.800,18.884,18.299,17.900,17.532,9999.000,9999.000,9999.000
12.137,41.594,18.811,18.091,17.056,16.430,15.952,15.156,14.492,14.200
12.153,41.652,17.601,17.613,17.032,16.723,16.352,15.919,15.387,15.320
12.170,41.865,18.807,18.849,18.286,17.989,17.625,9999.000,9999.000,9999.000
12.176,41.569,17.071,17.035,16.409,16.037,15.632,9999.000,9999.000,9999.000
12.208,41.952,19.108,18.568,17.619,17.003,16.492,15.650,15.066,15.120
8.874,40.492,17.135,17.138,16.533,16.173,15.784,14.940,14.427,14.689
9.221,39.645,19.914,18.950,17.704,16.787,16.006,15.011,14.205,14.170
9.794,41.022,19.357,19.259,18.588,18.175,17.771,9999.000,9999.000,9999.000
9.912,41.578,19.905,19.013,17.875,17.154,16.427,15.648,15.060,14.953
10.087,41.646,19.588,18.832,17.806,17.241,16.748,15.765,15.179,15.610
10.213,40.280,18.401,18.166,17.419,16.962,16.498,15.602,14.938,15.107
10.282,41.561,19.878,19.857,19.260,18.925,18.378,9999.000,9999.000,9999.000
10.342,42.141,19.590,19.398,18.672,18.227,17.813,9999.000,9999.000,9999.000
10.457,41.924,16.729,16.878,16.748,17.349,16.517,14.656,14.185,14.057
10.483,40.839,16.252,16.020,15.276,14.822,14.350,13.741,13.174,13.186
10.530,41.930,19.779,19.641,18.998,18.544,17.041,15.976,15.185,15.199
10.535,40.968,18.664,18.918,18.384,17.857,17.029,15.846,15.079,14.990
10.674,40.279,20.584,20.241,19.419,18.889,18.357,9999.000,9999.000,9999.000
10.787,41.125,20.380,19.484,17.982,16.693,15.174,13.652,13.013,12.831
10.863,41.132,19.577,19.797,19.142,18.338,17.403,9999.000,9999.000,9999.000
10.947,41.462,20.595,19.978,18.832,17.604,15.611,13.766,13.059,12.866
11.131,41.614,18.503,17.939,16.958,16.272,15.678,14.989,14.230,14.558
11.152,41.780,19.173,18.993,18.247,17.718,17.180,9999.000,9999.000,9999.000
11.158,41.865,20.227,20.453,19.503,18.122,18.296,9999.000,9999.000,9999.000
11.170,41.946,19.414,19.089,18.465,18.107,17.812,9999.000,9999.000,9999.000
11.344,42.322,20.078,18.816,17.381,16.258,14.949,13.586,12.856,12.663
11.707,41.762,19.414,19.192,18.409,17.838,17.302,9999.000,9999.000,9999.000
12.143,41.908,19.548,18.847,17.835,17.243,16.769,16.291,15.405,15.152
12.305,41.017,16.451,16.318,15.659,15.317,14.935,14.364,14.083,13.887
12.312,41.152,20.324,19.460,18.329,17.612,17.023,15.721,15.070,14.904
12.786,42.191,18.002,17.855,17.155,16.720,16.269,15.657,15.087,15.643
11.608,41.054,15.984,15.855,15.184,14.809,14.426,13.907,13.484,13.493
11.633,39.399,15.883,15.696,14.992,14.610,14.285,9999.000,9999.000,9999.000
11.238,40.967,9999.000,21.440,19.230,18.580,18.010,9999.000,9999.000,9999.000
11.356,40.990,9999.000,20.782,19.296,17.550,16.806,15.261,14.822,14.671
10.099,41.686,9999.000,9999.000,9999.000,9999.000,9999.000,16.095,16.527,15.283
9.583,41.242,9999.000,17.530,16.358,15.722,14.920,14.294,13.636,13.597
10.033,41.727,9999.000,9999.000,19.140,9999.000,18.570,9999.000,9999.000,9999.000
10.091,41.696,9999.000,9999.000,19.140,9999.000,9999.000,9999.000,9999.000,9999.000
10.091,41.783,9999.000,9999.000,18.880,9999.000,9999.000,9999.000,9999.000,9999.000
10.195,40.859,9999.000,18.850,18.680,18.180,17.320,9999.000,9999.000,9999.000
10.754,40.400,9999.000,9999.000,17.920,9999.000,9999.000,15.849,15.513,15.082
10.104,41.715,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000,9999.000
11.191,41.285,9999.000,9999.000,9999.000,9999.000,9999.000,10.576,10.004,9.955
11.219,41.420,9999.000,9999.000,9999.000,9999.000,9999.000,10.656,10.336,10.308
10.695,41.299,9999.000,20.050,18.470,17.510,16.230,9999.000,9999.000,9999.000
10.713,41.244,9999.000,21.500,19.881,18.792,9999.000,9999.000,9999.000,9999.000
10.632,41.330,9999.000,21.046,19.092,17.702,16.277,14.709,13.930,13.974
10.660,41.313,9999.000,17.200,16.830,16.100,15.540,9999.000,9999.000,9999.000
10.625,41.312,9999.000,15.760,14.890,14.230,13.800,13.022,12.430,12.415
10.639,41.264,9999.000,9999.000,9999.000,9999.000,9999.000,11.175,10.848,10.827
10.688,41.225,9999.000,9999.000,13.850,9999.000,9999.000,12.324,11.868,11.845
10.665,41.218,9999.000,16.200,15.650,15.150,15.180,14.222,13.801,13.614
10.696,41.202,9999.000,19.200,18.430,17.850,18.160,9999.000,9999.000,9999.000
10.706,41.261,9999.000,18.140,17.520,17.140,17.200,9999.000,9999.000,9999.000
10.700,41.260,9999.000,15.760,15.320,14.890,15.000,13.819,13.541,13.748
10.703,41.254,9999.000,15.350,14.570,13.930,13.850,12.640,12.220,11.964
10.712,41.209,9999.000,9999.000,9999.000,9999.000,9999.000,11.079,10.754,10.741
10.620,41.297,9999.000,21.451,19.328,18.112,17.270,18.532,16.124,15.424
10.104,41.206,9999.000,20.448,19.351,18.670,18.016,9999.000,9999.000,9999.000
10.404,41.758,9999.000,9999.000,17.600,9999.000,9999.000,15.768,14.980,15.987
10.495,41.751,9999.000,9999.000,17.100,9999.000,9999.000,15.444,15.024,9999.000
10.629,41.377,9999.000,9999.000,18.580,9999.000,9999.000,9999.000,9999.000,9999.000
10.996,40.705,9999.000,9999.000,17.000,9999.000,9999.000,13.807,13.150,13.199
11.135,40.765,9999.000,20.252,19.078,18.362,17.776,16.468,16.570,16.104
11.315,41.170,9999.000,9999.000,18.000,9999.000,9999.000,15.983,15.084,15.021
10.812,41.979,9999.000,19.470,17.890,17.060,9999.000,15.531,14.858,14.509
11.287,40.284,9999.000,19.857,18.438,17.545,16.727,14.563,13.844,13.660
13.911,45.411,9999.000,9999.000,15.340,9999.000,9999.000,14.502,14.239,13.768
3.728,39.084,9999.000,9999.000,16.020,9999.000,9999.000,14.981,14.177,14.398
7.215,39.088,9999.000,9999.000,9999.000,9999.000,9999.000,14.685,14.302,13.822
11.090,38.726,9999.000,9999.000,9999.000,9999.000,9999.000,15.220,14.331,14.341
