,ac age,fu,fb,fv,fr,fi,fj,fh,fk,nuv,enuv,fuv,efuv,Vr
978,young clster,6,6,6,6,6,0,0,0,999.00,999.00,999.00,999.00,38853.00
979,other class,6,6,6,6,6,0,0,0,999.00,999.00,999.00,999.00,31445.00
980,other class,6,6,6,6,6,0,0,0,19.44,0.02,20.06,0.03,99999.00
981,other class,0,0,0,0,0,0,0,0,999.00,999.00,999.00,999.00,37846.00
982,other class,6,6,6,6,6,0,0,0,999.00,999.00,999.00,999.00,28040.00
983,old cluster,9,7,7,7,7,0,0,0,999.00,999.00,999.00,999.00,31682.00
984,other class,7,7,7,7,0,0,0,0,999.00,999.00,999.00,999.00,14415.00
985,other class,0,0,0,0,0,0,0,0,999.00,999.00,999.00,999.00,32600.00
986,other class,7,0,0,0,0,0,0,0,999.00,999.00,999.00,999.00,29715.00
987,young clster,9,9,30,9,9,0,0,0,22.18,0.16,999.00,999.00,40400.00
988,other class,7,7,7,7,7,0,0,0,999.00,999.00,999.00,999.00,39708.00
989,other class,6,6,6,6,6,0,0,0,999.00,999.00,999.00,999.00,32141.00
990,other class,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,99999.00
991,other class,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,99999.00
992,other class,6,6,6,6,6,5,5,5,999.00,999.00,999.00,999.00,35349.00
993,other class,6,6,6,6,6,0,0,0,999.00,999.00,999.00,999.00,28552.00
994,other class,6,6,6,6,6,5,9,5,999.00,999.00,999.00,999.00,35984.00
995,other class,9,19,19,19,7,9,9,9,999.00,999.00,999.00,999.00,38863.00
996,other class,9,19,19,19,7,5,5,5,999.00,999.00,999.00,999.00,22247.00
997,other class,7,19,19,19,7,5,5,5,999.00,999.00,999.00,999.00,52703.00
998,other class,9,19,19,19,9,9,9,9,999.00,999.00,999.00,999.00,33180.00
999,other class,7,19,19,19,7,5,5,5,999.00,999.00,999.00,999.00,35611.00
1000,other class,9,19,19,19,9,9,9,9,999.00,999.00,999.00,999.00,32633.00
1001,other class,9,19,19,19,9,9,9,9,999.00,999.00,999.00,999.00,38208.00
1002,other class,6,19,19,19,6,0,0,0,999.00,999.00,999.00,999.00,30195.00
1003,other class,7,19,19,19,7,0,0,0,21.61,0.09,22.09,0.14,30150.00
1004,other class,7,19,19,19,7,0,0,0,999.00,999.00,999.00,999.00,29880.00
1005,other class,9,19,19,19,9,5,5,5,999.00,999.00,999.00,999.00,53369.00
1006,other class,7,19,19,19,7,0,0,0,999.00,999.00,999.00,999.00,99999.00
1007,other class,9,19,19,19,9,0,0,0,999.00,999.00,999.00,999.00,54169.00
1008,young clster,9,19,19,19,9,0,0,0,22.23,0.16,999.00,999.00,36308.00
1009,young clster,6,6,6,6,6,0,0,0,999.00,999.00,999.00,999.00,36443.00
1010,other class,6,6,6,6,6,0,0,9,999.00,999.00,999.00,999.00,13964.00
1011,other class,7,7,7,7,7,0,0,0,20.29,0.03,20.97,0.06,28367.00
1012,young clster,6,6,6,6,6,0,0,0,999.00,999.00,999.00,999.00,37728.00
1013,young clster,7,7,7,7,7,0,0,0,999.00,999.00,999.00,999.00,19280.00
1014,other class,7,7,7,7,9,0,0,0,999.00,999.00,999.00,999.00,28690.00
1015,other class,6,6,6,6,6,0,0,0,999.00,999.00,999.00,999.00,44069.00
1016,other class,6,6,6,6,6,0,0,0,999.00,999.00,999.00,999.00,29766.00
1017,other class,6,6,6,6,6,0,0,0,999.00,999.00,999.00,999.00,38544.00
1018,other class,6,6,6,6,6,0,0,0,21.48,0.06,22.18,0.14,29766.00
1019,other class,9,9,9,9,9,0,0,0,999.00,999.00,999.00,999.00,23717.00
1020,other class,7,7,7,7,7,0,0,0,21.78,0.09,999.00,999.00,38260.00
1021,other class,6,6,6,6,6,0,0,0,21.56,0.08,22.33,0.17,36203.00
1022,other class,7,7,7,7,7,0,0,0,999.00,999.00,999.00,999.00,15538.00
1023,other class,6,6,6,6,6,0,0,0,999.00,999.00,999.00,999.00,46030.00
1024,other class,7,7,7,7,7,0,0,0,999.00,999.00,999.00,999.00,22176.00
1025,other class,6,6,6,6,6,0,0,0,999.00,999.00,999.00,999.00,36203.00
1026,old cluster,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,43847.00
1027,other class,6,6,6,6,6,0,0,0,999.00,999.00,999.00,999.00,34278.00
1028,other class,7,19,7,19,7,0,0,0,999.00,999.00,999.00,999.00,-479.00
1029,other class,12,12,12,9,9,0,0,0,999.00,999.00,999.00,999.00,-465.00
1030,other class,7,7,7,7,7,0,9,0,21.36,0.10,21.70,0.15,57824.00
1031,other class,6,6,6,6,6,0,0,0,999.00,999.00,999.00,999.00,-344.00
1032,other class,11,11,11,9,9,0,0,0,999.00,999.00,999.00,999.00,35747.00
1033,other class,9,9,9,9,9,0,0,0,999.00,999.00,21.68,0.18,35609.00
1034,other class,11,11,11,9,9,0,0,0,999.00,999.00,999.00,999.00,43731.00
1035,other class,7,7,7,7,7,0,0,0,999.00,999.00,999.00,999.00,36734.00
1036,other class,6,6,6,6,6,0,0,0,999.00,999.00,999.00,999.00,53063.00
1037,other class,11,11,11,9,9,5,5,5,22.10,0.13,999.00,999.00,54253.00
1038,other class,11,11,11,9,9,0,0,0,999.00,999.00,999.00,999.00,32914.00
1039,young clster,6,6,6,6,6,0,0,0,20.54,0.03,21.24,0.06,33133.00
1040,young clster,9,9,9,9,9,0,0,0,20.96,0.04,21.61,0.08,27827.00
1041,other class,6,6,24,6,24,0,0,0,999.00,999.00,999.00,999.00,43089.00
1042,young clster,7,7,24,7,24,0,0,0,999.00,999.00,999.00,999.00,39863.00
1043,old cluster,7,7,24,7,24,0,0,0,999.00,999.00,999.00,999.00,40931.00
1044,old cluster,6,6,24,6,24,0,0,0,999.00,999.00,999.00,999.00,40952.00
1045,young clster,6,6,24,6,24,0,0,0,999.00,999.00,999.00,999.00,38394.00
1046,old cluster,6,6,24,6,24,0,0,0,999.00,999.00,999.00,999.00,30447.00
1047,young clster,9,7,7,7,24,0,0,0,999.00,999.00,999.00,999.00,16794.00
1048,young clster,7,7,7,7,24,0,0,0,999.00,999.00,999.00,999.00,16525.00
1049,young clster,6,6,24,6,24,0,0,0,999.00,999.00,999.00,999.00,38574.00
1050,other class,6,6,24,6,24,0,0,0,20.55,0.03,21.17,0.06,29790.00
1051,young clster,6,6,24,6,24,0,0,0,999.00,999.00,999.00,999.00,36008.00
1052,young clster,6,6,24,6,24,0,0,0,21.56,0.04,22.37,0.10,33280.00
1053,old cluster,6,6,24,6,24,0,0,0,999.00,999.00,999.00,999.00,33136.00
1054,young clster,6,6,24,6,24,0,0,0,20.13,0.02,20.58,0.04,23735.00
1055,old cluster,6,6,24,6,24,9,9,9,999.00,999.00,999.00,999.00,99999.00
1056,other class,6,6,24,6,24,9,9,9,999.00,999.00,999.00,999.00,40043.00
1057,old cluster,6,6,24,6,24,0,0,0,999.00,999.00,999.00,999.00,28771.00
1058,old cluster,6,6,24,6,24,9,9,9,21.96,0.09,22.56,0.19,-188.00
1059,young clster,6,6,24,6,24,9,9,9,21.08,0.04,21.66,0.07,32363.00
1060,other class,6,0,24,6,7,0,0,0,999.00,999.00,22.76,0.19,21843.00
1061,old cluster,6,6,24,6,24,9,9,9,999.00,999.00,999.00,999.00,38349.00
1062,other class,6,6,24,6,24,0,0,0,999.00,999.00,999.00,999.00,33610.00
1063,old cluster,6,6,24,6,24,0,0,0,999.00,999.00,999.00,999.00,99999.00
1064,old cluster,6,6,24,6,24,0,0,0,999.00,999.00,999.00,999.00,99999.00
1065,young clster,6,6,24,6,24,0,0,0,999.00,999.00,999.00,999.00,99999.00
1066,other class,7,7,24,7,24,9,9,9,999.00,999.00,999.00,999.00,99999.00
1067,young clster,6,6,24,6,24,9,9,9,999.00,999.00,999.00,999.00,99999.00
1068,other class,6,6,24,6,24,9,9,9,999.00,999.00,999.00,999.00,85228.00
1069,young clster,6,6,24,6,7,9,9,9,999.00,999.00,999.00,999.00,85177.00
1070,young clster,6,6,24,6,24,9,9,9,999.00,999.00,999.00,999.00,-184.00
1071,old cluster,6,6,24,6,24,9,9,9,999.00,999.00,999.00,999.00,-70.00
1072,other class,6,6,24,6,24,5,9,5,999.00,999.00,999.00,999.00,99999.00
1073,young clster,6,6,24,6,24,0,0,0,999.00,999.00,999.00,999.00,99999.00
1074,young clster,6,6,24,6,24,5,5,5,999.00,999.00,999.00,999.00,99999.00
1075,young clster,6,6,24,6,7,9,9,9,999.00,999.00,999.00,999.00,47585.00
1076,other class,6,6,24,6,24,9,9,9,999.00,999.00,999.00,999.00,38498.00
1077,young clster,6,7,24,6,24,9,9,9,999.00,999.00,999.00,999.00,32384.00
1078,young clster,6,6,24,6,24,5,5,5,999.00,999.00,999.00,999.00,32409.00
1079,young clster,6,6,24,0,24,5,5,5,999.00,999.00,999.00,999.00,46000.00
1080,old cluster,6,6,24,6,24,5,5,5,999.00,999.00,999.00,999.00,36400.00
1081,young clster,6,6,24,6,24,5,5,5,999.00,999.00,999.00,999.00,55100.00
1082,other class,6,6,24,6,24,0,0,0,999.00,999.00,999.00,999.00,29787.00
1083,young clster,6,6,24,6,7,0,0,0,999.00,999.00,999.00,999.00,31226.00
1084,young clster,6,6,24,6,24,0,0,0,999.00,999.00,999.00,999.00,38304.00
1085,young clster,6,6,24,6,24,0,0,0,999.00,999.00,999.00,999.00,41419.00
1086,other class,6,6,24,6,24,0,0,0,21.95,0.04,22.93,0.18,38131.00
1087,young clster,6,6,24,6,24,0,0,0,21.72,0.05,22.21,0.08,57281.00
1088,other class,6,6,24,6,24,0,0,0,999.00,999.00,999.00,999.00,52398.00
1089,young clster,6,6,24,6,24,0,0,0,21.79,0.13,999.00,999.00,52593.00
1090,young clster,6,6,24,6,7,0,0,0,22.12,0.11,999.00,999.00,33193.00
1091,interm cluster,6,6,24,6,24,0,0,0,20.69,0.02,21.34,0.04,53857.00
1092,other class,6,6,24,6,24,0,0,0,999.00,999.00,999.00,999.00,38161.00
1093,other class,6,6,24,6,24,0,0,0,999.00,999.00,999.00,999.00,29955.00
1094,young clster,6,6,24,6,7,0,0,0,999.00,999.00,999.00,999.00,45565.00
1095,other class,6,6,24,6,24,0,0,0,22.16,0.16,999.00,999.00,16860.00
1096,young clster,6,6,24,6,24,0,0,0,999.00,999.00,999.00,999.00,43398.00
1097,old cluster,6,6,24,6,24,0,0,9,20.34,0.03,20.95,0.06,22496.00
1098,other class,6,6,24,6,24,0,0,0,999.00,999.00,999.00,999.00,35708.00
1099,other class,6,6,24,6,24,0,0,0,20.26,0.01,20.93,0.03,39863.00
1100,old cluster,6,6,24,6,24,0,0,0,21.32,0.04,22.22,0.08,36113.00
1101,young clster,6,6,24,6,24,0,0,0,21.06,0.05,21.77,0.12,28633.00
1102,other class,6,6,24,6,24,0,0,0,999.00,999.00,999.00,999.00,15436.00
1103,other class,6,6,24,6,24,0,0,0,999.00,999.00,999.00,999.00,38107.00
1104,old cluster,6,6,24,6,24,0,0,0,20.18,0.03,20.64,0.07,38643.00
1105,young clster,9,9,0,0,9,0,0,0,999.00,999.00,999.00,999.00,32180.00
1106,old cluster,6,0,0,6,6,0,0,0,999.00,999.00,999.00,999.00,28567.00
1107,young clster,9,9,0,9,0,0,0,0,999.00,999.00,999.00,999.00,99999.00
1108,other class,7,7,0,7,7,0,0,0,999.00,999.00,999.00,999.00,99999.00
1109,other class,9,7,0,7,0,0,0,0,20.91,0.07,21.52,0.15,99999.00
1110,other class,7,7,0,7,7,5,5,5,22.56,0.11,999.00,999.00,41689.00
1111,other class,6,6,0,6,0,0,0,0,20.84,0.06,21.82,0.16,38077.00
1112,old cluster,6,6,6,6,6,0,0,0,22.65,0.18,999.00,999.00,69417.00
1113,other class,6,6,0,6,0,5,5,5,999.00,999.00,999.00,999.00,16483.00
1114,other class,7,7,0,7,0,0,0,0,22.38,0.06,23.11,0.18,99999.00
1115,other class,6,6,6,6,0,0,0,0,21.73,0.05,22.31,0.08,99999.00
1116,other class,7,7,0,7,0,0,0,0,999.00,999.00,999.00,999.00,99999.00
1117,other class,6,6,6,6,0,0,0,0,22.55,0.10,23.15,0.19,99999.00
1118,other class,6,6,0,6,0,0,0,0,999.00,999.00,999.00,999.00,40997.00
1119,other class,7,0,0,7,0,0,0,0,999.00,999.00,999.00,999.00,99999.00
1120,other class,6,6,0,6,0,9,9,9,999.00,999.00,999.00,999.00,37342.00
1121,other class,6,6,0,6,6,0,9,9,20.75,0.06,21.13,0.10,13889.00
1122,other class,6,6,0,6,0,0,9,9,20.33,0.04,20.85,0.08,21828.00
1123,young clster,6,6,0,6,0,0,0,0,21.56,0.10,999.00,999.00,99999.00
1124,old cluster,6,6,0,6,0,0,0,0,22.74,0.13,999.00,999.00,27779.00
1125,other class,6,6,0,6,0,0,0,0,999.00,999.00,999.00,999.00,27677.00
1126,old cluster,6,6,0,6,0,0,0,0,999.00,999.00,999.00,999.00,99999.00
1127,other class,6,0,0,6,6,0,0,0,22.36,0.09,22.22,0.18,37927.00
1128,other class,9,9,10,9,9,0,0,0,20.51,0.03,21.17,0.06,38478.00
1129,other class,9,9,10,9,9,0,0,0,999.00,999.00,999.00,999.00,31742.00
1130,other class,6,6,6,6,6,0,0,0,999.00,999.00,999.00,999.00,99999.00
1131,other class,7,7,6,7,7,0,0,0,21.88,0.12,999.00,999.00,40670.00
1132,other class,6,6,6,6,5,0,0,0,20.41,0.05,999.00,999.00,32028.00
1133,other class,6,6,6,6,6,0,0,0,21.28,0.12,999.00,999.00,39568.00
1134,other class,8,6,6,6,6,0,0,0,22.14,0.07,22.93,0.20,99999.00
1135,other class,8,9,9,9,9,0,0,0,21.21,0.04,21.61,0.07,49700.00
1136,other class,8,9,9,9,9,0,0,0,21.48,0.05,22.44,0.20,28507.00
1137,other class,8,9,9,9,9,0,0,0,999.00,999.00,999.00,999.00,38152.00
1138,other class,8,6,6,6,6,9,9,9,21.63,0.09,22.29,0.18,38544.00
1139,other class,9,9,10,9,9,0,0,0,20.22,0.05,999.00,999.00,99999.00
1140,other class,9,9,9,9,9,0,0,0,999.00,999.00,999.00,999.00,99999.00
1141,other class,9,9,9,9,9,0,0,0,999.00,999.00,999.00,999.00,99999.00
1142,other class,9,9,9,9,9,0,0,0,999.00,999.00,999.00,999.00,99999.00
1143,other class,9,9,9,9,9,0,0,0,999.00,999.00,999.00,999.00,99999.00
1144,other class,9,9,9,9,9,0,0,0,999.00,999.00,999.00,999.00,99999.00
1145,other class,9,9,10,9,9,9,9,9,999.00,999.00,999.00,999.00,-116.00
1146,other class,9,9,10,9,9,5,5,5,999.00,999.00,999.00,999.00,-220.00
1147,other class,9,9,10,9,9,9,9,9,999.00,999.00,999.00,999.00,99999.00
1148,other class,9,9,10,9,9,5,5,5,999.00,999.00,999.00,999.00,99999.00
1149,other class,9,9,10,9,9,0,0,0,999.00,999.00,999.00,999.00,99999.00
1150,other class,9,9,9,9,9,9,9,9,999.00,999.00,999.00,999.00,99999.00
1151,other class,9,9,10,9,9,9,9,9,999.00,999.00,999.00,999.00,99999.00
1152,other class,9,9,9,9,9,0,0,0,999.00,999.00,999.00,999.00,57275.00
1153,other class,9,9,10,9,9,0,0,0,999.00,999.00,999.00,999.00,80362.00
1154,other class,9,9,9,9,9,0,0,0,999.00,999.00,999.00,999.00,33667.00
1155,other class,9,9,10,9,9,0,0,0,999.00,999.00,999.00,999.00,28189.00
1156,other class,9,9,9,9,9,9,9,9,999.00,999.00,999.00,999.00,99999.00
1157,other class,9,9,10,9,9,0,0,0,999.00,999.00,999.00,999.00,53177.00
1158,other class,9,9,9,9,9,0,9,0,999.00,999.00,999.00,999.00,41600.00
1159,other class,9,9,10,9,9,0,0,0,999.00,999.00,999.00,999.00,38544.00
1160,other class,9,9,10,9,9,0,0,0,999.00,999.00,999.00,999.00,34005.00
1161,other class,9,9,10,9,9,0,0,0,999.00,999.00,999.00,999.00,5783.00
1162,other class,9,9,10,9,9,0,0,0,999.00,999.00,999.00,999.00,54982.00
1163,other class,9,9,9,9,9,5,5,5,999.00,999.00,999.00,999.00,36098.00
1164,other class,9,9,9,9,9,0,0,9,999.00,999.00,999.00,999.00,29901.00
1165,other class,9,9,10,9,9,0,0,0,999.00,999.00,999.00,999.00,41281.00
1166,other class,9,9,10,9,9,9,9,9,999.00,999.00,999.00,999.00,38600.00
1167,other class,9,9,9,9,9,0,0,0,999.00,999.00,999.00,999.00,41848.00
1168,other class,9,9,10,9,9,5,5,5,21.56,0.05,999.00,999.00,86340.00
1169,other class,9,9,9,9,9,0,0,0,999.00,999.00,999.00,999.00,99999.00
1170,other class,9,9,10,9,9,0,0,0,999.00,999.00,999.00,999.00,99999.00
1171,other class,9,9,10,9,9,9,9,9,999.00,999.00,999.00,999.00,62123.00
1172,other class,9,9,9,9,9,0,0,0,999.00,999.00,999.00,999.00,99999.00
1173,other class,9,9,9,9,9,9,9,9,999.00,999.00,999.00,999.00,-84.00
1174,other class,9,9,9,9,9,0,0,0,999.00,999.00,999.00,999.00,99999.00
1175,old cluster,9,9,9,9,9,0,0,0,999.00,999.00,999.00,999.00,53441.00
1176,other class,9,9,9,9,9,4,5,4,999.00,999.00,999.00,999.00,31076.00
1177,other class,9,9,9,9,9,5,5,5,999.00,999.00,999.00,999.00,99999.00
1178,other class,9,9,9,9,9,0,0,0,999.00,999.00,999.00,999.00,99999.00
1179,other class,9,9,10,9,9,5,5,5,999.00,999.00,999.00,999.00,99999.00
1180,other class,9,9,9,9,9,0,0,0,999.00,999.00,999.00,999.00,99999.00
1181,other class,9,9,10,9,9,9,9,9,999.00,999.00,999.00,999.00,99999.00
1182,other class,7,7,7,7,29,0,0,0,999.00,999.00,999.00,999.00,32608.00
1183,other class,9,7,29,7,29,0,0,0,999.00,999.00,999.00,999.00,52861.00
1184,other class,9,9,29,9,29,0,0,0,999.00,999.00,999.00,999.00,19700.00
1185,other class,9,7,29,7,29,0,0,0,999.00,999.00,999.00,999.00,11400.00
1186,other class,9,9,29,9,29,0,0,0,999.00,999.00,999.00,999.00,18100.00
1187,other class,9,9,29,9,29,0,0,0,999.00,999.00,999.00,999.00,38784.00
1188,other class,9,7,29,7,29,0,0,0,999.00,999.00,999.00,999.00,52861.00
1189,other class,9,9,29,9,29,0,0,0,999.00,999.00,999.00,999.00,25418.00
1190,other class,9,9,29,9,29,0,0,0,999.00,999.00,999.00,999.00,28742.00
1191,young clster,9,7,7,7,29,0,0,0,999.00,999.00,999.00,999.00,63234.00
1192,other class,9,7,7,7,29,0,0,0,999.00,999.00,999.00,999.00,51033.00
1193,other class,9,7,29,7,29,0,0,0,999.00,999.00,999.00,999.00,24782.00
1194,old cluster,9,7,29,7,29,0,0,0,999.00,999.00,999.00,999.00,17236.00
1195,other class,9,9,29,9,29,0,0,0,999.00,999.00,999.00,999.00,24441.00
1196,other class,6,6,6,6,6,0,0,0,19.19,0.02,19.59,0.04,16800.00
1197,other class,7,7,7,7,7,9,9,9,999.00,999.00,999.00,999.00,99999.00
1198,other class,6,6,6,6,6,0,0,0,999.00,999.00,999.00,999.00,32418.00
1199,other class,6,6,6,7,7,0,0,0,999.00,999.00,999.00,999.00,15547.00
1200,other class,6,6,6,6,6,0,0,0,999.00,999.00,999.00,999.00,11546.00
1201,other class,6,6,6,6,6,0,0,0,999.00,999.00,999.00,999.00,35097.00
1202,old cluster,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,10229.00
1203,other class,6,6,6,6,7,9,9,9,18.09,0.01,17.78,0.01,-256.00
1204,other class,6,6,6,6,7,9,9,9,999.00,999.00,999.00,999.00,99999.00
1205,other class,6,7,6,6,6,9,9,9,20.26,0.03,20.13,0.03,99999.00
1206,other class,7,7,7,7,5,9,9,9,999.00,999.00,999.00,999.00,99999.00
1207,other class,6,6,6,6,6,9,9,9,999.00,999.00,19.04,0.03,99999.00
1208,other class,6,7,6,7,7,9,9,9,19.62,0.02,19.89,0.03,-265.00
1209,other class,6,6,6,6,6,0,0,0,999.00,999.00,999.00,999.00,-23.00
1210,other class,6,6,6,7,6,5,5,5,999.00,999.00,999.00,999.00,-208.00
1211,other class,7,6,6,6,6,9,9,9,19.45,0.02,19.42,0.02,99999.00
1212,other class,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,99999.00
1213,other class,7,7,7,7,7,0,0,0,21.61,0.03,999.00,999.00,19.00
1214,other class,6,6,6,6,6,0,0,0,22.27,0.18,999.00,999.00,-136.00
1215,other class,6,6,6,6,6,0,0,0,999.00,999.00,999.00,999.00,-50.00
1216,other class,6,6,6,6,7,0,0,0,999.00,999.00,999.00,999.00,1.00
1217,other class,7,7,7,7,7,9,9,9,999.00,999.00,999.00,999.00,40.00
1218,other class,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,99999.00
1219,other class,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,99999.00
1220,other class,7,7,7,7,7,9,9,9,999.00,999.00,999.00,999.00,99999.00
1221,other class,7,7,7,7,7,9,9,9,999.00,999.00,999.00,999.00,-65.00
1222,other class,7,7,7,7,7,9,9,9,999.00,999.00,999.00,999.00,99999.00
1223,other class,7,7,7,7,7,9,9,9,999.00,999.00,999.00,999.00,99999.00
1224,other class,5,7,7,7,7,9,9,9,999.00,999.00,999.00,999.00,99999.00
1225,other class,5,5,5,5,5,5,5,5,999.00,999.00,999.00,999.00,-16.00
1226,other class,7,7,7,7,7,9,9,9,999.00,999.00,999.00,999.00,-55.00
1227,other class,5,7,7,7,7,5,5,5,999.00,999.00,999.00,999.00,-1.00
1228,other class,7,7,7,7,7,5,5,5,999.00,999.00,999.00,999.00,-102.00
1229,other class,5,7,7,7,7,5,5,5,999.00,999.00,999.00,999.00,-67.00
1230,other class,7,7,7,7,7,5,5,5,999.00,999.00,999.00,999.00,-39.00
1231,other class,7,7,7,7,7,5,5,5,999.00,999.00,999.00,999.00,41.00
1232,other class,7,7,7,7,7,5,5,5,999.00,999.00,999.00,999.00,-33.00
1233,other class,7,7,7,7,7,5,5,5,999.00,999.00,999.00,999.00,-49.00
1234,other class,5,7,7,7,7,5,5,5,999.00,999.00,999.00,999.00,-15.00
1235,other class,7,7,7,7,7,5,5,5,999.00,999.00,999.00,999.00,-201.00
1236,other class,7,7,7,7,7,5,5,5,999.00,999.00,999.00,999.00,26.00
1237,other class,5,7,7,7,7,5,5,5,999.00,999.00,999.00,999.00,-97.00
1238,other class,6,6,6,6,7,5,5,5,999.00,999.00,999.00,999.00,-12.00
1239,other class,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,-24.00
1240,other class,5,7,7,7,7,5,5,5,999.00,999.00,999.00,999.00,-65.00
1241,other class,7,7,7,7,7,5,5,5,999.00,999.00,999.00,999.00,-11.00
1242,other class,6,6,6,6,7,5,5,5,999.00,999.00,999.00,999.00,-54.00
1243,other class,7,7,7,7,7,5,5,5,999.00,999.00,999.00,999.00,-62.00
1244,other class,6,6,6,6,6,5,5,5,999.00,999.00,999.00,999.00,10.00
1245,other class,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,-16.00
1246,other class,6,6,6,6,6,5,5,5,999.00,999.00,999.00,999.00,-28.00
1247,other class,7,7,7,7,7,9,9,9,999.00,999.00,999.00,999.00,-61.00
1248,other class,7,7,7,7,7,5,5,5,999.00,999.00,999.00,999.00,-81.00
1249,other class,7,7,7,7,7,5,5,5,999.00,999.00,999.00,999.00,-18.00
1250,other class,7,7,7,7,7,5,5,5,999.00,999.00,999.00,999.00,-82.00
1251,other class,6,6,6,6,6,5,5,5,999.00,999.00,999.00,999.00,-97.00
1252,other class,7,7,7,7,7,5,5,5,999.00,999.00,999.00,999.00,49.00
1253,other class,7,7,7,7,7,9,9,5,999.00,999.00,999.00,999.00,-51.00
1254,other class,6,6,6,6,6,5,5,5,999.00,999.00,999.00,999.00,-106.00
1255,other class,7,7,7,7,7,5,5,5,999.00,999.00,999.00,999.00,-50.00
1256,other class,7,7,7,7,7,5,5,5,999.00,999.00,999.00,999.00,-3.00
1257,other class,6,6,6,6,6,5,5,5,999.00,999.00,999.00,999.00,-21.00
1258,other class,6,6,6,6,6,5,5,5,999.00,999.00,999.00,999.00,-91.00
1259,other class,7,7,7,7,7,9,9,9,999.00,999.00,999.00,999.00,-131.00
1260,other class,7,7,7,7,7,5,5,5,999.00,999.00,999.00,999.00,-50.00
1261,other class,7,7,7,7,7,5,5,5,999.00,999.00,999.00,999.00,-77.00
1262,other class,7,7,7,7,5,5,5,5,999.00,999.00,999.00,999.00,-26.00
1263,other class,6,6,6,6,6,5,5,5,999.00,999.00,999.00,999.00,-151.00
1264,other class,5,7,7,7,7,5,5,5,999.00,999.00,999.00,999.00,-38.00
1265,other class,6,6,6,6,6,5,5,5,999.00,999.00,999.00,999.00,-54.00
1266,other class,5,5,5,5,5,5,5,5,999.00,999.00,999.00,999.00,-62.00
1267,other class,7,7,7,7,7,5,5,5,999.00,999.00,999.00,999.00,-7.00
1268,other class,7,7,7,7,7,5,5,5,999.00,999.00,999.00,999.00,-44.00
1269,other class,5,7,7,7,7,5,5,5,999.00,999.00,999.00,999.00,-45.00
1270,other class,6,6,6,6,6,5,5,5,999.00,999.00,999.00,999.00,-12.00
1271,other class,6,6,6,6,6,5,5,5,999.00,999.00,999.00,999.00,-87.00
1272,other class,7,7,7,7,7,5,5,5,999.00,999.00,999.00,999.00,-14.00
1273,other class,5,7,7,7,7,5,5,5,999.00,999.00,999.00,999.00,-59.00
1274,other class,7,7,7,7,7,5,5,5,999.00,999.00,999.00,999.00,-47.00
1275,other class,5,7,7,7,7,5,5,5,999.00,999.00,999.00,999.00,-63.00
1276,other class,5,7,7,7,7,5,5,5,999.00,999.00,999.00,999.00,-28.00
1277,other class,7,7,7,7,7,9,9,9,999.00,999.00,999.00,999.00,46.00
1278,other class,6,6,6,6,6,5,5,5,999.00,999.00,999.00,999.00,-138.00
1279,other class,6,6,6,6,6,5,5,5,999.00,999.00,999.00,999.00,2.00
1280,other class,6,6,6,6,6,5,5,5,999.00,999.00,999.00,999.00,-115.00
1281,other class,5,7,7,7,7,5,5,5,999.00,999.00,999.00,999.00,11.00
1282,other class,7,7,7,7,7,9,9,9,999.00,999.00,999.00,999.00,-31.00
1283,other class,5,7,7,7,7,5,5,5,999.00,999.00,999.00,999.00,-119.00
1284,other class,6,6,6,6,6,5,5,5,999.00,999.00,999.00,999.00,-20.00
1285,other class,7,7,7,7,7,9,9,9,999.00,999.00,999.00,999.00,-7.00
1286,other class,6,6,6,6,7,5,5,5,999.00,999.00,999.00,999.00,-30.00
1287,other class,6,6,6,6,6,9,9,9,999.00,999.00,999.00,999.00,-105.00
1288,other class,7,7,7,7,7,5,5,5,999.00,999.00,999.00,999.00,-97.00
1289,other class,6,6,6,6,6,5,5,5,999.00,999.00,999.00,999.00,39.00
1290,other class,6,6,6,6,6,5,5,5,999.00,999.00,999.00,999.00,-59.00
1291,other class,7,7,7,7,7,5,5,5,999.00,999.00,999.00,999.00,-96.00
1292,other class,5,7,7,7,7,5,5,5,999.00,999.00,999.00,999.00,-118.00
1293,other class,7,7,7,7,7,5,5,5,999.00,999.00,999.00,999.00,-46.00
1294,other class,6,6,6,6,6,5,5,5,999.00,999.00,999.00,999.00,-73.00
1295,other class,6,6,6,6,6,5,5,5,999.00,999.00,999.00,999.00,34.00
1296,other class,6,6,6,6,6,5,5,5,999.00,999.00,999.00,999.00,-36.00
1297,other class,5,7,7,7,7,5,5,5,999.00,999.00,999.00,999.00,4.00
1298,other class,6,6,6,7,6,5,5,5,999.00,999.00,999.00,999.00,-148.00
1299,other class,6,6,6,6,6,5,5,5,999.00,999.00,999.00,999.00,-40.00
1300,other class,7,7,7,7,7,5,5,5,999.00,999.00,999.00,999.00,-202.00
