,label,fu,fb,fv,fr,fi,fj,nuv,enuv,fuv,efuv,Vr,ra (deg),dec (deg)
1755,foreground,6,6,6,6,6,5,999,999,999,999,99999,10.89,41.68
1756,Candidate GCs ,7,7,7,7,7,9,999,999,999,999,99999,10.92,40.4
1757,foreground,6,6,6,6,6,9,999,999,22.53,0.44,-212,10.93,41.78
1758,foreground,6,6,6,6,6,5,999,999,999,999,99999,10.94,41.78
1759,foreground,6,6,6,6,6,9,999,999,999,999,99999,10.94,41.47
1760,foreground,7,7,7,7,7,9,999,999,999,999,99999,10.95,41.46
1761,Candidate GCs ,7,7,7,7,7,9,999,999,999,999,99999,10.97,40.63
1762,GCs,6,6,6,6,6,9,999,999,999,999,99999,10.97,41.61
1763,Candidate GCs ,6,6,6,7,7,9,999,999,999,999,99999,11,41.07
1764,Candidate GCs ,7,7,7,7,7,5,999,999,999,999,99999,11.02,40.09
1765,Candidate GCs ,5,7,7,7,7,9,999,999,999,999,99999,11.02,41.26
1766,Candidate GCs ,5,7,7,7,7,5,999,999,999,999,99999,11.05,42.19
1767,foreground,6,7,6,6,6,9,999,999,999,999,99999,11.07,41.89
1768,Candidate GCs ,5,5,5,5,5,5,999,999,999,999,99999,11.07,40.61
1769,foreground,6,6,6,6,6,9,999,999,999,999,99999,11.07,41.82
