,name,classification,possible for candidate GCs,flag,ac age,pe age,RAJ2000,DECJ2000
1199,NB99,6,0,6,9,0,0.029817014,+41:13:27.10
1200,NB100,6,0,6,9,0,0.029828588,+41:13:11.50
1201,NB101,6,0,6,9,0,0.029755683,+41:12:30.86
1202,NB102,6,0,6,9,0,0.029500637,+41:17:50.55
1203,NB103,6,0,6,9,0,0.029791782,+41:15:20.70
1204,NB104,6,0,6,9,0,0.029813773,+41:14:16.65
1205,NB105,6,0,6,9,0,0.029601157,+41:18:26.50
1206,NB106,6,0,6,9,0,0.029842477,+41:14:11.50
1207,NB107,6,0,6,9,2,0.02951706,+41:15:19.80
1208,NB108,2,1,0,9,2,0.029505556,+41:15:15.60
1307,AU007,6,0,6,9,0,0.029732847,+41:16:40.57
1308,AU008,1,0,1,8,2,0.029733356,+41:18:11.26
1310,AU010,1,0,1,3,1,0.029839387,+41:16:52.47
2001,B001D,2,2,0,9,2,0.027709618,+41:23:11.15
2002,B002D,4,0,0,9,4,0.027819711,+41:33:03.82
2003,B003D,6,0,0,9,6,0.028066898,+41:12:23.18
2004,B004D,4,0,4,9,0,0.028081991,+41:13:42.60
2005,B005D,6,0,0,9,6,0.028158137,+41:34:42.28
2006,B006D,1,0,0,1,3,0.028210451,+40:48:45.52
2007,B007D,6,0,0,9,6,0.028212465,+40:48:11.68
2008,B008D,6,0,0,9,6,0.028298912,+40:58:55.68
2009,B009D,2,1,0,9,2,0.028356285,+41:01:39.98
2010,B010D,1,0,0,1,3,0.028368889,+41:15:04.90
2011,B011D,1,0,1,1,3,0.028375417,+40:44:06.11
2012,B012D,1,0,0,1,3,0.028382662,+40:58:41.23
2013,B013D,4,0,0,9,4,0.028440093,+41:27:23.99
2014,B014D,1,0,1,1,3,0.028484363,+41:06:32.79
2015,B015D,1,0,0,1,3,0.028503808,+41:06:36.24
2016,B016D,2,6,0,9,2,0.028556412,+40:50:13.12
2017,B017D,1,0,0,3,1,0.028588079,+40:58:10.65
2018,B018D,6,0,0,9,6,0.028639653,+41:45:15.89
2019,B019D,1,0,1,2,2,0.028658912,+41:05:07.84
2021,B021D,6,0,6,9,0,0.028770544,+41:10:19.14
2022,B022D,3,0,0,9,2,0.02881956,+41:17:19.33
2023,B023D,4,0,0,9,4,0.028861424,+41:21:32.38
2024,B024D,2,4,0,9,2,0.028865475,+41:01:24.70
2025,B025D,4,0,0,9,4,0.028869005,+41:01:05.93
2026,B026D,4,0,0,9,4,0.028869907,+41:00:49.73
2027,B027D,6,0,0,9,0,0.028900833,+41:45:27.48
2029,B029D,6,0,0,9,6,0.028917581,+41:43:13.38
2030,B030D,6,0,6,9,6,0.028952164,+41:03:07.98
2032,B032D,1,0,0,1,3,0.029004236,+41:13:01.43
2033,B033D,6,0,0,9,6,0.029026505,+41:04:00.19
2034,B034D,6,0,6,9,0,0.029052454,+40:51:46.89
2035,B035D,1,0,0,1,3,0.029056273,+41:20:03.26
2036,B036D,6,0,0,9,0,0.029151528,+41:45:05.19
2037,B037D,6,0,0,9,2,0.029156192,+41:21:58.00
2038,B038D,2,1,0,9,2,0.029171586,+41:12:14.22
2039,B039D,6,0,6,9,6,0.029189387,+40:47:48.63
2040,B040D,1,0,0,1,3,0.029216366,+41:18:07.33
2041,B041D,1,0,0,3,1,0.029221296,+41:16:47.34
2042,B042D,4,0,0,9,4,0.029237037,+41:02:47.73
2043,B043D,4,0,0,9,4,0.029242824,+41:18:06.23
2044,B044D,4,0,0,9,4,0.02924897,+41:00:16.55
2045,B045D,1,0,0,3,1,0.029280995,+41:21:14.52
2046,B046D,6,0,6,9,6,0.029287801,+41:15:51.51
2047,B047D,6,0,6,9,0,0.029297662,+41:29:54.20
2048,B048D,6,0,6,9,2,0.029312025,+40:48:37.83
2049,B049D,6,0,6,9,6,0.029353947,+41:08:09.17
2050,B050D,6,0,6,9,6,0.02936706,+41:07:41.03
2051,B051D,1,0,0,9,1,0.029404502,+41:04:37.91
2052,B052D,6,0,0,9,6,0.029408472,+41:04:35.69
2055,B055D,6,0,6,9,6,0.029483194,+40:49:29.16
2056,B056D,1,0,1,8,1,0.029495,+41:34:27.16
2057,B057D,6,0,6,9,6,0.029522292,+41:20:51.55
2058,B058D,6,0,6,9,0,0.029524236,+41:22:36.29
2059,B059D,6,0,6,9,0,0.029524745,+40:54:17.93
2060,B060D,6,0,6,9,6,0.029535637,+41:20:42.61
2061,B061D,1,0,1,1,3,0.029543449,+41:21:41.89
2062,B062D,4,0,4,9,4,0.029560255,+40:54:15.17
2063,B063D,6,0,0,9,6,0.02957184,+40:48:39.23
2064,B064D,1,0,1,3,1,0.029577917,+41:14:34.22
2066,B066D,4,0,0,9,4,0.029612303,+40:49:48.60
2067,B067D,1,0,1,1,3,0.029617975,+41:36:43.32
2068,B068D,1,0,1,3,2,0.029628472,+41:20:39.92
2069,B069D,6,0,6,9,6,0.029634757,+41:21:44.24
2070,B070D,6,0,6,9,6,0.029672662,+41:21:22.20
2071,B071D,6,0,6,9,6,0.02969125,+41:21:43.20
2072,B072D,1,0,3,3,1,0.029696644,+41:27:27.00
2073,B073D,6,0,6,9,0,0.029701759,+40:48:35.90
2076,B076D,6,0,6,9,6,0.029738495,+40:52:51.42
2077,B077D,6,0,6,9,0,0.029748958,+40:50:49.50
2078,B078D,1,0,0,3,1,0.02976691,+41:22:05.31
2079,B079D,6,0,6,9,6,0.029790833,+40:46:44.03
2081,B081D,3,0,6,1,3,0.029805243,+41:03:07.06
2082,B082D,6,0,6,9,6,0.029809606,+41:20:29.69
2083,B083D,6,0,6,9,0,0.029806632,+41:02:11.37
2084,B084D,6,0,6,9,0,0.029820718,+41:18:12.30
2085,B085D,6,0,6,9,0,0.029821863,+40:52:13.23
2086,B086D,6,0,6,9,0,0.029824201,+40:51:21.85
2087,B087D,1,0,1,3,1,0.029848715,+41:09:08.83
2088,B088D,1,0,1,8,2,0.029853912,+41:04:17.37
2089,B089D,1,0,0,1,0,0.029876852,+41:26:24.00
2090,B090D,1,0,1,3,1,0.029874954,+41:16:10.19
2091,B091D,1,0,1,3,1,0.029877847,+41:30:17.15
2092,B092D,1,0,1,3,2,0.029880116,+41:13:09.11
2093,B093D,6,0,6,9,0,0.029882998,+40:49:54.75
2094,B094D,6,0,6,9,0,0.029925498,+41:11:49.02
2095,B095D,1,0,0,1,3,0.030023611,+41:08:44.86
2096,B096D,6,0,6,9,6,0.030049977,+41:37:30.45
2097,B097D,1,0,0,1,3,0.030054363,+41:06:33.46
2098,B098D,1,0,1,1,3,0.0300625,+41:31:30.01
2099,B099D,4,0,4,9,0,0.030263958,+40:55:42.23
2100,B100D,6,0,0,9,6,0.030271308,+40:53:19.18
2101,B101D,4,0,0,9,4,0.030338611,+40:54:45.66
2102,B102D,2,6,0,9,2,0.030380972,+41:20:27.53
2104,B104D,1,0,1,9,2,0.030429491,+41:14:16.14
2105,B105D,6,0,0,9,6,0.030463079,+41:15:50.22
2106,B106D,1,0,1,1,3,0.030491296,+41:15:13.72
2107,B107D,6,0,6,9,6,0.030513669,+41:42:55.55
2108,B108D,1,0,0,1,3,0.030522558,+41:45:32.26
2109,B109D,6,0,0,9,0,0.030543657,+40:42:17.09
2110,B110D,1,0,1,3,1,0.030545637,+41:36:41.40
2111,B111D,1,0,1,1,3,0.030612222,+41:39:05.68
2112,B112D,1,0,1,3,3,0.030801331,+41:19:09.87
2113,B113D,4,0,0,9,4,0.030821273,+40:46:27.09
2114,B114D,6,0,6,9,0,0.030851389,+41:44:14.80
2115,B115D,1,0,1,8,2,0.030862442,+41:38:57.36
2116,B116D,6,0,0,9,6,0.030927836,+40:48:16.45
2117,B117D,6,0,0,9,6,0.03093184,+40:45:52.27
2118,B118D,1,0,1,1,3,0.031014688,+41:24:28.24
2119,B119D,6,0,0,9,6,0.031104803,+41:24:09.49
2120,B120D,4,0,0,9,4,0.031113924,+41:16:17.04
2121,B121D,6,0,0,9,6,0.031185579,+41:09:28.72
2122,B122D,4,0,0,9,4,0.031192859,+41:16:15.83
2123,B123D,6,0,6,9,6,0.031198657,+41:12:50.18
2124,B124D,4,0,0,9,4,0.031304491,+41:08:55.16
2125,B125D,6,0,6,9,4,0.031342963,+40:51:40.01
2126,B126D,6,0,0,9,0,0.031431759,+41:10:12.06
2127,B127D,6,0,0,9,6,0.031445914,+41:24:41.29
2128,B128D,4,0,0,9,4,0.031520729,+41:21:27.63
2129,B129D,4,0,0,9,4,0.031573021,+40:48:03.38
2130,B130D,4,0,0,9,4,0.031586123,+41:20:37.95
2131,B131D,6,0,0,9,6,0.031593218,+41:22:46.52
2132,B132D,6,6,0,9,6,0.031661921,+41:18:12.59
2133,B133D,2,2,0,9,2,0.023738356,+39:50:50.27
2134,B134D,2,4,0,9,2,0.024656227,+40:44:24.84
2135,B135D,6,0,0,9,6,0.024680475,+41:19:47.54
2137,B137D,6,0,0,9,6,0.025242222,+40:56:00.06
2138,B138D,4,0,0,9,4,0.025250775,+41:28:33.14
2139,B139D,2,2,0,9,2,0.025285637,+39:45:07.43
2140,B140D,4,0,0,9,4,0.025356273,+41:21:52.81
2141,B141D,4,0,0,9,4,0.025358738,+41:28:38.58
2142,B142D,2,4,0,9,2,0.025391563,+41:09:07.96
2143,B143D,4,0,4,9,0,0.025413021,+40:28:15.26
2144,B144D,2,2,0,9,2,0.025424155,+41:37:03.65
2146,B146D,4,0,0,9,4,0.025491007,+41:38:19.92
2147,B147D,4,0,0,9,0,0.025514363,+41:08:26.65
2148,B148D,4,0,0,9,0,0.025580706,+41:07:10.72
2149,B149D,4,0,0,9,4,0.025648646,+40:08:52.16
2150,B150D,1,0,1,8,2,0.025693484,+41:25:30.18
2151,B151D,4,0,0,9,0,0.025720671,+39:48:05.08
2152,B152D,4,0,0,9,0,0.02576522,+42:25:41.17
2154,B154D,4,0,0,9,0,0.025933345,+42:18:49.49
2155,B155D,4,0,0,9,0,0.025993322,+40:04:54.20
2156,B156D,4,0,0,9,4,0.025999097,+41:19:02.29
2157,B157D,2,4,0,9,2,0.026102674,+40:57:52.35
2158,B158D,4,0,0,9,0,0.026119433,+39:50:11.05
2159,B159D,4,0,0,9,0,0.026227789,+40:05:12.71
2160,B160D,4,0,0,9,0,0.026280069,+40:10:39.82
2161,B161D,4,0,0,9,4,0.026288843,+40:10:06.36
2162,B162D,4,0,0,9,4,0.026313565,+40:03:38.26
2163,B163D,4,0,4,9,4,0.02633294,+39:53:54.07
2164,B164D,6,0,0,9,6,0.026358426,+40:32:19.83
2165,B165D,2,4,0,9,4,0.026439954,+40:55:32.13
2166,B166D,4,0,0,9,4,0.026546609,+40:51:26.61
2167,B167D,1,0,1,3,1,0.026649074,+41:54:35.06
2168,B168D,4,0,0,9,0,0.026678576,+39:40:51.31
2169,B169D,4,0,0,9,4,0.026683542,+39:52:07.04
2170,B170D,4,0,0,9,4,0.026714502,+39:44:05.95
2171,B171D,4,0,0,9,4,0.026821863,+40:39:18.97
2172,B172D,6,0,0,9,6,0.026877697,+40:12:12.06
2173,B173D,4,0,0,9,4,0.026895104,+40:41:46.74
2174,B174D,4,0,4,9,4,0.026942315,+40:41:05.61
2175,B175D,4,0,4,9,0,0.026949375,+40:04:32.40
2176,B176D,6,0,0,9,6,0.027004074,+41:29:03.02
2177,B177D,6,0,0,9,6,0.027038634,+40:03:14.76
2178,B178D,6,0,0,9,6,0.027327303,+41:26:52.54
2179,B179D,6,0,0,9,6,0.027377523,+41:27:24.78
2180,B180D,3,0,4,9,0,0.027391412,+41:54:15.17
2181,B181D,1,0,0,3,1,0.027440428,+41:28:26.46
2182,B182D,6,0,0,9,6,0.027447951,+41:27:35.57
2183,B183D,6,0,0,9,6,0.027573495,+40:40:31.69
2184,B184D,4,0,0,9,4,0.027647998,+42:23:12.04
2185,B185D,6,0,6,9,6,0.027778356,+40:34:22.92
2186,B186D,2,4,0,9,2,0.027803912,+39:23:12.11
2187,B187D,4,0,4,9,0,0.027843032,+41:34:39.53
2188,B188D,2,4,0,9,2,0.027940255,+39:41:30.82
2191,B191D,2,4,0,9,2,0.027984873,+42:25:23.98
2192,B192D,4,0,4,9,4,0.028063912,+40:37:49.84
2194,B194D,4,0,0,9,4,0.028085602,+39:58:50.39
2196,B196D,1,0,0,1,3,0.028180498,+40:26:37.29
2197,B197D,4,0,0,9,4,0.028253137,+39:58:31.16
2198,B198D,2,1,0,9,2,0.028373356,+40:33:27.86
2199,B199D,4,0,0,9,4,0.028512975,+40:29:53.30
2200,B200D,1,0,0,1,3,0.028551551,+40:34:28.78
2201,B201D,1,0,0,1,3,0.028568079,+40:32:52.02
2202,B202D,4,0,4,9,0,0.028635174,+40:06:16.05
2203,B203D,6,0,6,9,6,0.028773137,+40:35:18.73
2204,B204D,4,0,0,9,4,0.02886022,+42:20:36.30
2205,B205D,4,0,0,9,4,0.02891294,+40:34:10.30
2206,B206D,1,0,0,1,3,0.02894191,+40:50:06.82
2207,B207D,4,0,0,9,4,0.028992569,+40:16:06.80
2208,B208D,4,0,0,9,4,0.029032789,+40:13:06.59
2209,B209D,6,0,0,9,6,0.029439259,+42:13:54.27
2210,B210D,6,0,0,9,6,0.02950816,+39:52:52.58
2211,B211D,6,0,0,9,6,0.029614699,+40:02:10.63
2212,B212D,6,0,0,9,6,0.029645694,+40:18:54.13
2213,B213D,6,0,0,9,0,0.029663137,+42:16:07.00
2214,B214D,6,0,0,9,6,0.029670116,+42:22:03.04
2215,B215D,6,0,6,9,6,0.029667697,+41:12:02.72
2216,B216D,6,0,0,9,6,0.029705278,+41:51:43.84
2217,B217D,6,0,0,9,0,0.029838565,+41:54:49.71
2218,B218D,6,0,0,9,6,0.029853808,+42:06:46.21
2219,B219D,6,0,0,9,6,0.029862361,+42:14:02.03
2220,B220D,6,0,0,9,6,0.02991191,+39:50:05.30
2221,B221D,6,0,0,9,0,0.029928715,+42:18:55.66
2222,B222D,4,0,0,9,4,0.029952523,+40:17:37.30
2223,B223D,4,0,0,9,4,0.029971736,+42:24:59.29
2224,B224D,6,0,0,9,6,0.030024618,+42:14:00.59
2225,B225D,2,1,0,9,2,0.030016644,+40:01:14.38
2226,B226D,6,0,0,9,0,0.030033345,+41:58:42.93
2227,B227D,4,0,4,9,0,0.030038183,+40:15:42.98
2228,B228D,4,0,0,9,4,0.030080972,+40:24:12.63
2229,B229D,6,0,6,9,0,0.030111875,+39:49:39.05
2230,B230D,4,0,4,9,0,0.030145394,+40:24:51.81
2231,B231D,6,0,0,9,6,0.030253646,+42:17:26.60
2232,B232D,6,0,0,9,6,0.030281678,+40:38:53.76
2233,B233D,2,4,0,9,2,0.030339248,+39:36:45.96
2234,B234D,4,0,4,9,0,0.030347419,+39:46:28.69
2235,B235D,6,0,6,9,6,0.030425787,+41:51:25.51
2236,B236D,6,0,0,9,6,0.030432245,+39:54:35.96
2237,B237D,6,0,0,9,0,0.030524456,+41:59:55.50
2238,B238D,6,0,0,9,6,0.030555799,+41:51:46.11
2239,B239D,6,0,0,9,6,0.030579271,+42:18:18.25
2240,B240D,1,0,1,1,3,0.030635174,+41:40:27.98
2241,B241D,6,0,0,9,6,0.030696042,+42:00:47.27
2242,B242D,6,0,6,9,0,0.030709236,+39:48:52.97
2243,B243D,6,0,0,9,0,0.030764502,+41:52:08.92
2244,B244D,4,0,0,9,4,0.030777465,+42:25:10.88
2245,B245D,6,0,0,9,6,0.03079206,+41:47:31.01
2246,B246D,2,0,0,9,0,0.030826748,+42:04:29.11
2247,B247D,4,0,0,9,4,0.030912222,+40:05:54.95
2248,B248D,6,0,0,9,6,0.031025475,+41:40:43.11
2249,B249D,4,0,0,9,4,0.031049167,+39:46:06.01
2250,B250D,4,0,0,9,4,0.031064282,+42:07:30.14
2251,B251D,6,0,0,9,6,0.031058113,+39:59:31.74
2252,B252D,6,0,6,9,6,0.031068843,+42:10:07.50
2253,B253D,6,0,0,9,6,0.031091076,+40:36:44.92
2254,B254D,6,0,6,9,0,0.031104028,+41:51:56.93
2255,B255D,1,0,1,8,1,0.031117211,+42:06:12.92
2256,B256D,1,0,1,1,3,0.031234942,+41:54:36.70
2257,B257D,1,0,1,8,3,0.03124419,+41:54:46.83
2258,B258D,6,0,6,9,6,0.031357569,+42:02:39.31
2259,B259D,6,0,0,9,6,0.031352778,+40:17:02.17
2260,B260D,6,0,0,9,0,0.031377118,+41:40:23.17
2261,B261D,6,0,0,9,6,0.031448588,+42:10:57.48
2262,B262D,6,0,6,9,6,0.031481007,+41:19:11.55
2263,B263D,4,0,0,9,4,0.031507234,+42:20:56.60
2264,B264D,4,0,0,9,4,0.03151059,+39:38:59.31
2265,B265D,6,0,6,9,6,0.031556933,+40:39:07.42
2266,B266D,4,0,0,9,4,0.031587407,+40:05:49.35
2267,B267D,2,6,0,9,2,0.031665162,+40:35:34.60
2268,B268D,4,0,0,9,4,0.031760787,+41:40:06.17
2269,B269D,4,0,0,9,4,0.031785394,+39:49:32.49
2270,B270D,2,6,0,9,2,0.031819653,+41:01:49.23
2271,B271D,4,0,4,9,4,0.031849583,+40:30:15.67
2272,B272D,6,0,0,9,6,0.031882465,+40:17:08.97
2273,B273D,4,0,0,9,4,0.031937234,+40:36:40.02
2274,B274D,4,0,0,9,4,0.031937454,+40:38:08.18
2275,B275D,6,0,6,9,0,0.032026169,+41:38:18.85
2276,B276D,2,6,0,9,2,0.032063993,+40:50:32.32
2277,B277D,4,0,0,9,4,0.032061551,+40:02:53.37
2278,B278D,6,0,6,9,6,0.032093414,+42:10:34.06
2279,B279D,6,0,0,9,6,0.032188275,+40:51:10.43
2280,B280D,6,0,0,9,6,0.032203576,+40:40:23.56
2281,B281D,2,6,0,9,2,0.032202303,+40:18:08.00
2282,B282D,6,0,0,9,6,0.032246806,+40:50:26.78
2283,B283D,6,0,0,9,2,0.03227522,+41:53:05.17
2284,B284D,4,0,0,9,4,0.032282222,+41:02:57.10
2285,B285D,4,0,0,9,0,0.032283148,+41:03:46.45
2286,B286D,6,0,0,9,6,0.032287002,+40:33:17.47
2287,B287D,6,0,0,9,6,0.032287396,+40:33:22.31
2288,B288D,6,0,6,9,6,0.032300463,+41:58:19.72
2289,B289D,6,0,6,9,6,0.032392639,+42:16:24.17
2290,B290D,4,0,0,9,4,0.032393275,+39:27:01.80
2291,B291D,2,6,0,9,2,0.032422106,+40:03:02.00
2292,B292D,6,0,0,9,6,0.032473102,+42:21:15.47
2293,B293D,2,6,0,9,2,0.032501123,+40:02:21.72
2294,B294D,6,0,0,9,6,0.032535787,+40:01:43.67
2295,B295D,4,0,0,9,0,0.032548264,+41:15:09.12
2296,B296D,6,0,0,9,6,0.032566794,+40:49:39.14
2297,B297D,4,0,4,9,4,0.0325889,+42:19:44.97
2298,B298D,4,0,0,9,4,0.032633206,+40:19:51.58
2299,B299D,4,0,0,9,4,0.032642396,+40:59:37.81
2300,B300D,4,0,0,9,4,0.032642905,+40:40:36.85
2301,B301D,4,0,0,9,4,0.032663056,+39:22:43.14
2302,B302D,6,0,0,9,6,0.032691088,+40:01:36.91
2303,B303D,4,0,0,9,4,0.032691169,+39:42:01.16
2304,B304D,4,0,0,9,4,0.032713877,+41:35:44.28
2305,B305D,4,0,0,9,4,0.032734329,+39:48:18.25
2306,B306D,4,0,0,9,4,0.03280647,+39:45:14.45
2307,B307D,4,0,0,9,4,0.032877188,+39:44:13.97
2308,B308D,6,0,6,9,6,0.032911586,+41:45:44.93
2309,B309D,6,0,0,9,6,0.03291515,+40:19:31.88
2310,B310D,4,0,0,9,4,0.032950162,+40:54:21.77
2312,B312D,4,0,0,9,4,0.032980023,+40:02:14.64
2313,B313D,6,0,0,9,6,0.032997905,+40:27:07.80
2314,B314D,4,0,0,9,4,0.033005637,+40:53:11.14
2315,B315D,4,0,0,9,4,0.033023588,+39:56:45.86
2316,B316D,6,0,6,9,0,0.033044155,+40:26:27.09
2317,B317D,4,0,0,9,4,0.033056505,+40:22:30.33
2318,B318D,6,0,6,9,0,0.033076644,+40:25:27.36
2319,B319D,6,0,0,9,6,0.033091412,+40:25:04.39
2320,B320D,4,0,0,9,4,0.033118495,+42:04:14.07
2321,B321D,4,0,0,9,4,0.033164965,+41:15:27.74
2322,B322D,4,0,0,9,4,0.033167789,+39:44:41.75
2323,B323D,6,0,0,9,6,0.033221875,+40:07:40.94
2324,B324D,6,0,0,9,6,0.033267245,+41:45:32.94
2325,B325D,4,0,4,9,0,0.033302315,+42:07:02.28
2326,B326D,4,0,4,9,4,0.033438461,+39:30:02.46
2327,B327D,4,0,0,9,4,0.033458299,+41:32:26.61
2328,B328D,4,0,4,9,0,0.033526447,+40:21:50.82
2329,B329D,4,0,0,9,0,0.033557975,+42:08:26.77
2330,B330D,6,0,0,9,0,0.033645359,+41:38:07.54
2331,B331D,4,0,0,9,4,0.033671794,+41:35:10.10
2332,B332D,4,0,4,9,4,0.033672882,+41:38:10.92
2333,B333D,4,0,4,9,4,0.033753773,+41:20:42.10
2334,B334D,2,4,0,9,2,0.033968148,+39:35:56.07
2335,B335D,4,0,4,9,0,0.034042315,+42:15:39.07
2336,B336D,6,0,0,9,6,0.034141308,+41:17:23.38
2337,B337D,1,0,0,3,1,0.034157512,+41:07:21.06
2338,B338D,2,4,0,9,2,0.034210243,+40:46:23.47
2339,B339D,2,4,0,9,2,0.034230243,+40:45:06.58
2340,B340D,2,2,0,9,2,0.03436544,+41:04:32.10
2341,B341D,4,0,0,9,4,0.034398275,+41:39:00.75
2342,B342D,4,0,4,9,0,0.034444537,+42:16:19.42
2343,B343D,4,0,4,9,4,0.034596366,+41:56:49.88
2344,B344D,1,0,1,0,2,0.034630347,+41:36:38.86
2345,B345D,2,4,0,9,4,0.034636042,+40:53:10.10
2346,B346D,2,4,0,9,2,0.034765625,+40:37:39.28
2347,B347D,4,0,4,9,4,0.034881968,+40:56:24.28
2348,B348D,2,4,0,9,2,0.034944664,+40:58:02.78
2349,B349D,4,0,4,9,4,0.035092604,+41:13:20.34
2350,B350D,4,0,0,9,4,0.035287662,+42:21:43.98
2501,DAO1,4,0,4,9,0,0.024524259,+40:09:11.10
2502,DAO2,4,0,4,9,0,0.024683079,+40:22:45.01
2503,DAO3,4,0,4,9,0,0.024908727,+40:21:00.61
2504,DAO4,4,0,4,9,0,0.025101875,+39:58:08.64
2511,DAO11,4,0,4,9,4,0.026032164,+39:57:01.22
2512,DAO12,4,0,0,9,0,0.026152176,+39:46:30.89
2516,DAO16,6,0,0,9,6,0.026357361,+40:24:50.08
2522,DAO22,4,0,4,9,0,0.027011227,+39:51:30.55
2523,DAO23,6,0,0,9,2,0.027017778,+40:26:46.43
2525,DAO25,4,0,0,9,4,0.027237442,+40:07:31.80
2527,DAO27,5,0,0,9,0,0.02727397,+40:41:04.71
2530,DAO30,1,0,0,1,3,0.027671169,+40:18:14.73
2532,DAO32,6,0,6,9,6,0.028002141,+40:32:43.05
2538,DAO38,1,0,1,3,1,0.02832169,+40:40:58.01
2540,DAO40,5,0,5,9,5,0.028379375,+40:36:03.33
2546,DAO46,4,0,0,9,4,0.028738171,+40:28:33.78
2547,DAO47,1,0,0,1,3,0.028813449,+40:45:16.93
2551,DAO51,4,0,0,9,4,0.029127037,+40:22:59.07
2552,DAO52,6,0,6,9,6,0.029268553,+40:50:52.66
2553,DAO53,4,0,0,9,4,0.029281007,+40:38:04.06
2554,DAO54,4,0,0,9,4,0.02929375,+40:18:55.62
2555,DAO55,1,0,0,3,1,0.02965875,+40:29:26.86
2560,DAO60,6,0,6,9,0,0.030143264,+41:45:54.85
2562,DAO62,6,0,0,9,6,0.030174167,+40:47:26.58
2567,DAO67,5,0,0,9,0,0.030674074,+41:58:51.10
2569,DAO69,1,0,1,1,3,0.030958333,+41:53:27.24
2581,DAO81,4,0,0,9,0,0.031598218,+42:14:18.98
2583,DAO83,2,6,0,9,2,0.031826887,+41:48:18.11
2584,DAO84,3,0,0,9,3,0.031855637,+41:42:48.95
2586,DAO86,4,0,0,9,0,0.032009236,+42:29:39.08
2587,DAO87,4,0,0,9,0,0.032195498,+42:34:19.91
2588,DAO88,5,0,0,9,5,0.03243022,+42:15:45.69
2589,DAO89,4,0,0,9,4,0.032481088,+42:48:30.96
2591,DAO91,4,0,0,9,4,0.032926771,+42:39:44.42
2592,DAO92,4,0,0,9,4,0.03307463,+42:47:54.57
2593,DAO93,2,4,0,9,2,0.033173356,+41:44:55.88
2594,DAO94,2,6,0,9,2,0.033268507,+42:44:01.58
2596,DAO96,4,0,4,9,0,0.0334364,+42:57:42.97
2597,DAO97,4,0,4,9,0,0.033438345,+42:55:19.24
2598,DAO98,4,0,0,9,4,0.033670914,+42:18:41.63
2599,DAO99,2,4,0,9,4,0.033892477,+42:32:44.96
2601,DAO101,4,0,0,9,4,0.034102917,+42:30:33.47
2602,DAO102,4,0,4,9,0,0.034189514,+42:53:07.52
2604,DAO104,2,6,0,9,2,0.034274699,+42:16:16.29
2605,DAO105,4,0,4,9,0,0.034437905,+42:50:56.74
2607,DAO107,4,0,4,9,0,0.034506319,+42:45:31.34
2714,V014,1,0,0,1,3,0.028632083,+40:33:57.85
2731,V031,1,0,1,1,3,0.028613889,+41:05:28.79
2734,V034,5,0,0,9,5,0.028821447,+41:05:01.90
2829,V129,3,0,0,9,1,0.031767338,+41:51:59.44
2833,V133,1,0,0,1,3,0.031371748,+42:00:12.02
2902,V202,1,0,0,1,3,0.028330729,+40:55:34.74
2903,V203,6,0,0,9,0,0.028338738,+40:59:11.57
2911,V211,6,0,6,9,0,0.028495139,+41:02:55.07
2912,V212,6,0,6,9,0,0.02844919,+41:03:27.70
2926,V226,5,0,0,9,5,0.028642894,+41:09:23.10
2929,V229,9,0,0,9,2,0.029566435,+40:55:44.10
2934,V234,3,0,1,0,6,0.029512222,+41:05:51.22
2945,V245,5,0,0,9,5,0.029012975,+41:18:46.79
2954,V254,5,0,0,9,5,0.030264583,+41:09:55.20
2970,V270,5,0,0,9,5,0.02965728,+41:31:54.55
2972,V272,6,0,6,9,6,0.03000691,+41:28:10.53
2998,V298,6,0,6,9,0,0.031200613,+41:29:19.37
3000,V300,5,0,0,9,5,0.031257639,+41:28:36.20
3010,BA10,2,1,0,9,2,0.033290139,+42:28:43.37
3011,BA11,1,0,4,3,1,0.033861007,+42:23:37.72
3021,BA21,4,0,0,9,0,0.024234167,+39:49:40.59
3022,BA22,2,4,0,9,2,0.024463056,+39:45:37.16
3028,BA28,2,1,0,9,2,0.03280353,+42:21:42.64
3101,SH01,4,0,0,9,0,0.022702986,+40:01:42.42
3105,SH05,9,0,0,9,2,0.027027894,+41:10:28.83
3106,SH06,2,5,0,9,2,0.027303819,+40:21:58.00
3107,SH07,2,4,0,9,2,0.027516308,+42:09:56.30
3114,SH14,2,6,0,9,2,0.030795625,+41:55:06.86
3120,SH20,2,4,0,9,2,0.03225985,+41:02:51.17
3121,SH21,2,6,0,9,2,0.03237625,+39:23:57.85
3124,SH24,2,6,0,9,2,0.033513252,+42:25:17.12
3125,SH25,2,4,0,9,2,0.036158032,+41:35:05.85
3501,M001,1,0,0,1,3,0.03038294,+41:18:12.01
3503,M003,1,0,1,1,3,0.030489954,+41:14:11.07
3504,M004,6,0,0,9,6,0.030530023,+41:13:52.68
3505,M005,1,0,0,1,3,0.030532419,+41:21:33.59
3509,M009,1,0,0,3,1,0.030565104,+41:17:12.11
3512,M012,1,0,0,3,2,0.030588356,+41:21:40.31
3516,M016,1,0,0,1,3,0.030648669,+41:23:54.21
3519,M019,3,0,0,3,6,0.030690683,+41:23:54.38
3520,M020,1,0,0,1,3,0.030716968,+41:22:18.77
3523,M023,1,0,1,1,3,0.03077456,+41:21:09.59
3525,M025,1,0,0,1,3,0.030783252,+41:24:08.93
3526,M026,3,0,0,8,6,0.030789271,+41:27:20.12
