,name,classification,possible for candidate GCs,flag,ac age,pe age,RAJ2000,DECJ2000
7244,SK131B,6,0,0,9,6,0.030169502,+42:16:19.95
7245,SK132B,6,0,6,9,6,0.030168912,+41:40:41.15
7246,SK133B,2,2,0,9,2,0.030172002,+40:25:00.70
7247,SK134B,2,2,0,9,2,0.030185023,+40:35:59.93
7248,SK135B,6,0,0,9,6,0.030244942,+41:34:05.96
7249,SK136B,4,0,0,9,4,0.030300602,+41:45:40.53
7250,SK137B,6,0,6,9,6,0.030315417,+41:10:19.26
7251,SK138B,6,0,6,9,2,0.030316667,+41:10:08.68
7252,SK139B,6,0,0,9,6,0.030340139,+41:48:47.25
7253,SK140B,2,2,0,9,2,0.030356782,+40:58:57.47
7254,SK141B,6,0,0,9,6,0.030381354,+41:46:00.01
7255,SK142B,6,0,6,9,6,0.03038294,+41:12:28.02
7256,SK143B,6,0,0,9,6,0.030455301,+41:46:49.27
7257,SK144B,6,0,6,9,6,0.030464942,+41:42:39.13
7258,SK145B,6,0,0,9,6,0.030471991,+41:47:41.70
7259,SK146B,6,0,0,9,6,0.03047294,+41:49:50.04
7260,SK147B,2,2,0,9,2,0.030476667,+40:19:58.43
7261,SK148B,6,0,0,9,6,0.030498889,+41:29:08.21
7262,SK149B,6,0,0,9,6,0.030515162,+41:44:51.20
7264,SK151B,6,0,6,9,6,0.030529861,+41:35:19.76
7265,SK152B,6,0,0,9,6,0.030547998,+40:48:03.42
7266,SK153B,6,0,0,9,6,0.030556308,+41:48:33.95
7267,SK154B,6,0,0,9,6,0.030556563,+41:51:33.17
7268,SK155B,6,0,0,9,6,0.030578056,+41:15:00.15
7269,SK156B,6,0,6,9,6,0.030600694,+41:37:40.05
7270,SK157B,6,0,0,9,6,0.03064772,+41:47:02.59
7271,SK158B,6,0,6,9,6,0.03066566,+41:33:58.87
7272,SK159B,6,0,0,9,6,0.030678333,+41:17:59.39
7273,SK160B,6,0,0,9,6,0.030681227,+41:32:03.25
7274,SK161B,6,0,6,9,6,0.030696192,+41:36:37.43
7275,SK162B,6,0,6,9,6,0.030697755,+41:35:16.69
7276,SK163B,6,0,0,9,6,0.030702338,+41:17:20.23
7277,SK164B,6,0,6,9,6,0.030782141,+41:51:33.65
7278,SK165B,6,0,0,9,6,0.030787465,+40:57:58.26
7279,SK166B,1,0,1,9,6,0.030846505,+41:20:49.85
7280,SK167B,2,2,0,9,2,0.030846725,+40:56:14.64
7281,SK168B,2,2,0,9,2,0.030859942,+40:15:05.15
7282,SK169B,2,2,0,9,2,0.03086397,+40:42:45.90
7283,SK170B,6,0,6,9,6,0.030870775,+41:37:15.37
7284,SK171B,2,2,0,9,2,0.030885336,+40:42:24.09
7285,SK172B,6,0,6,9,6,0.030891366,+41:20:10.53
7286,SK173B,6,0,6,9,6,0.030913507,+41:18:22.29
7287,SK174B,6,0,0,9,6,0.030950775,+41:47:45.00
7288,SK175B,2,2,0,9,2,0.030963252,+40:43:53.15
7289,SK176B,6,0,6,9,6,0.030980775,+41:52:48.11
7290,SK177B,6,0,6,9,6,0.031006366,+41:55:11.10
7291,SK178B,6,0,6,9,6,0.031051725,+41:25:05.76
7292,SK179B,6,0,6,9,2,0.031051829,+41:33:26.20
7293,SK180B,6,0,6,9,6,0.031103808,+41:25:53.65
7294,SK181B,6,0,6,9,6,0.031118773,+42:06:08.04
7295,SK182B,6,0,0,9,6,0.031121169,+41:47:58.78
7296,SK183B,6,0,6,9,6,0.031184109,+41:32:14.28
7297,SK184B,1,0,1,9,2,0.031189109,+41:52:32.13
7298,SK185B,1,0,1,9,6,0.031209884,+41:52:54.77
7299,SK186B,6,0,0,9,6,0.031214942,+41:16:11.53
7300,SK187B,6,0,0,9,6,0.031228252,+41:09:41.75
7301,SK188B,6,0,6,9,6,0.03124169,+41:53:18.71
7302,SK189B,2,2,0,9,2,0.031242025,+40:58:22.06
7303,SK190B,2,2,0,9,2,0.031269039,+40:24:11.50
7304,SK191B,1,0,1,9,6,0.031278634,+41:59:33.98
7305,SK192B,2,2,0,9,2,0.031294502,+40:29:59.57
7306,SK193B,2,2,0,9,2,0.031298113,+40:43:07.61
7307,SK194B,2,2,0,9,2,0.031305301,+40:30:32.11
7308,SK195B,1,0,1,9,6,0.031317141,+41:59:04.11
7309,SK196B,4,0,0,9,4,0.031318113,+40:41:07.91
7310,SK197B,2,2,0,9,2,0.031337199,+41:00:12.21
7311,SK198B,6,0,6,9,6,0.031371308,+41:50:19.74
7312,SK199B,6,0,0,9,6,0.031535775,+41:42:56.27
7313,SK200B,6,0,0,9,6,0.031560023,+41:39:48.06
7314,SK201B,6,0,0,9,6,0.031560139,+41:38:41.29
7315,SK202B,2,2,0,9,2,0.031579028,+41:30:51.95
7316,SK203B,6,0,0,9,6,0.031598889,+41:43:48.78
7317,SK204B,2,2,0,9,2,0.031604167,+40:47:58.34
7318,SK205B,2,2,0,9,2,0.031635081,+40:17:08.76
7319,SK206B,6,0,0,9,6,0.031677303,+41:44:18.24
7320,SK207B,2,2,0,9,2,0.031703553,+41:49:55.23
7321,SK208B,6,0,6,9,6,0.031726111,+41:55:08.33
7322,SK209B,6,0,0,9,6,0.03173353,+41:51:42.53
7323,SK210B,2,2,0,9,2,0.031794965,+40:45:18.18
7324,SK211B,6,0,0,9,6,0.031796944,+41:39:32.28
7325,SK212B,2,2,0,9,2,0.031853588,+41:31:49.93
7326,SK213B,2,2,0,9,2,0.031873576,+41:41:11.62
7327,SK214B,2,2,0,9,2,0.031875417,+39:56:47.27
7328,SK215B,6,0,0,9,6,0.031939618,+41:51:15.11
7329,SK216B,2,2,0,9,2,0.031975775,+41:44:52.78
7330,SK217B,2,2,0,9,2,0.0320536,+41:29:04.30
7331,SK218B,2,2,0,9,2,0.032061134,+40:55:13.27
7332,SK219B,6,0,0,9,6,0.032076354,+41:38:49.49
7333,SK220B,2,2,0,9,2,0.032150799,+41:44:44.17
7334,SK221B,2,2,0,9,2,0.032167361,+40:23:42.07
7335,SK222B,6,0,0,9,6,0.032253113,+41:38:38.51
7336,SK223B,2,2,0,9,2,0.032325,+40:06:36.50
7337,SK224B,6,0,0,9,6,0.03239331,+41:59:31.60
7338,SK225B,6,0,0,9,6,0.032438056,+41:58:35.52
7339,SK226B,2,2,0,9,2,0.032498495,+42:01:56.46
7340,SK227B,2,2,0,9,2,0.032575,+42:00:47.39
7341,SK228B,6,0,0,9,6,0.032587002,+42:20:50.09
7342,SK229B,4,0,0,9,4,0.032642859,+40:45:27.91
7343,SK230B,2,2,0,9,2,0.032664387,+41:10:55.44
7344,SK231B,2,2,0,9,2,0.032802361,+40:22:23.33
7345,SK232B,2,2,0,9,2,0.032806088,+40:25:38.98
7346,SK233B,2,2,0,9,2,0.03281478,+41:01:12.43
7347,SK234B,2,2,0,9,2,0.033046944,+41:01:31.31
7348,SK235B,6,0,0,9,6,0.033265104,+41:33:22.95
7349,SK236B,6,0,0,9,6,0.033309306,+41:34:32.34
7350,SK237B,6,0,0,9,6,0.033315417,+41:31:25.61
7351,SK238B,2,2,0,9,2,0.033353056,+41:49:56.81
7352,SK239B,6,0,0,9,6,0.033445532,+41:48:36.88
7353,SK240B,2,2,0,9,2,0.033612836,+40:06:43.40
7354,SK241B,6,0,0,9,6,0.033620475,+41:52:54.17
7355,SK242B,2,2,0,9,2,0.033641921,+41:19:47.10
7356,SK243B,2,2,0,9,2,0.033648368,+42:02:43.68
7357,SK244B,2,2,0,9,2,0.03365103,+41:06:17.11
7358,SK245B,6,0,0,9,6,0.033685301,+41:52:50.16
7359,SK246B,6,0,0,9,6,0.033688391,+41:55:29.27
7360,SK247B,6,0,0,9,6,0.033706412,+41:47:27.49
7361,SK248B,6,0,0,9,6,0.033712558,+41:35:36.92
7362,SK249B,2,2,0,9,2,0.033715197,+42:02:45.29
7363,SK250B,6,0,0,9,6,0.033757951,+41:39:08.52
7364,SK251B,6,0,0,9,6,0.03380434,+41:51:54.83
7365,SK252B,2,2,0,9,2,0.033810255,+41:31:54.41
7366,SK253B,6,0,0,9,6,0.033822639,+41:34:08.63
7367,SK254B,6,0,0,9,6,0.033912338,+41:57:07.20
7368,SK255B,2,2,0,9,2,0.034062442,+41:54:57.60
7369,SK256B,2,2,0,9,2,0.034090336,+41:57:38.54
7370,SK257B,2,2,0,9,2,0.034203912,+41:01:29.65
7371,SK258B,2,2,0,9,2,0.034924444,+42:06:43.05
7372,SK001C,2,2,0,9,2,0.023068449,+40:05:26.88
7373,SK002C,2,2,0,9,2,0.023099977,+40:00:25.34
7374,SK003C,4,0,0,9,4,0.023315081,+40:11:07.25
7375,SK004C,2,2,0,9,2,0.023321331,+40:08:17.04
7376,SK005C,2,2,0,9,2,0.023357384,+39:35:36.02
7377,SK006C,2,2,0,9,2,0.023450579,+39:48:36.88
7378,SK007C,2,2,0,9,2,0.023549421,+39:34:36.77
7379,SK008C,4,0,4,9,4,0.023744109,+40:07:58.83
7380,SK009C,2,2,0,9,2,0.023751933,+40:06:30.51
7381,SK010C,2,2,0,9,2,0.023922083,+39:54:06.09
7382,SK011C,2,2,0,9,2,0.024203333,+39:55:33.83
7383,SK012C,2,2,0,9,2,0.024407245,+40:07:33.38
7384,SK013C,2,2,0,9,2,0.024412222,+40:05:40.67
7385,SK014C,2,2,0,9,2,0.024478194,+39:41:40.27
7386,SK015C,2,2,0,9,2,0.024543356,+39:35:04.54
7387,SK016C,2,2,0,9,2,0.024560197,+41:49:47.39
7388,SK017C,2,2,0,9,2,0.024634722,+39:32:25.10
7389,SK018C,2,2,0,9,2,0.024644919,+41:42:33.29
7390,SK019C,6,0,0,9,6,0.024649329,+40:29:32.05
7391,SK020C,2,2,0,9,2,0.02488125,+41:50:02.40
7392,SK021C,2,2,0,9,2,0.02489456,+39:36:01.00
7393,SK022C,2,2,0,9,2,0.02490456,+40:54:12.17
7394,SK023C,2,2,0,9,2,0.024920139,+41:51:23.68
7395,SK024C,2,2,0,9,2,0.024928576,+41:43:42.60
7396,SK025C,2,2,0,9,2,0.024933113,+41:46:53.80
7397,SK026C,2,2,0,9,2,0.025064861,+39:58:05.30
7398,SK027C,4,0,0,9,4,0.025144699,+40:52:38.42
7399,SK028C,2,2,0,9,2,0.025196273,+41:25:36.56
7400,SK029C,2,2,0,9,2,0.025257801,+39:52:04.94
7401,SK030C,2,2,0,9,2,0.025316921,+41:35:14.58
7402,SK031C,2,2,0,9,2,0.025363785,+42:06:24.59
7403,SK032C,2,2,0,9,2,0.025386412,+41:30:03.35
7404,SK033C,2,2,0,9,2,0.025438843,+42:14:46.79
7405,SK034C,2,2,0,9,2,0.025502986,+39:34:56.71
7406,SK035C,2,2,0,9,2,0.025540058,+41:26:24.15
7407,SK036C,2,2,0,9,2,0.025546412,+40:04:10.34
7408,SK037C,2,2,0,9,2,0.025569688,+39:39:44.13
7409,SK038C,6,0,0,9,6,0.025613391,+39:38:41.71
7410,SK039C,2,2,0,9,2,0.025705833,+39:33:28.05
7411,SK040C,2,2,0,9,2,0.025733912,+41:33:22.29
7412,SK041C,2,2,0,9,2,0.02575353,+40:01:07.17
7413,SK042C,2,2,0,9,2,0.025767106,+41:44:49.10
7414,SK043C,2,2,0,9,2,0.025799745,+39:49:10.72
7415,SK044C,6,0,0,9,6,0.025816898,+40:19:50.50
7416,SK045C,2,2,0,9,2,0.025844063,+41:26:36.71
7417,SK046C,2,2,0,9,2,0.026029387,+41:55:02.71
7418,SK047C,6,0,0,9,6,0.026082141,+40:37:29.11
7419,SK048C,2,2,0,9,2,0.026125139,+40:05:40.51
7420,SK049C,2,2,0,9,2,0.026126111,+41:54:04.73
7421,SK050C,2,2,0,9,2,0.026172118,+40:04:43.61
7422,SK051C,2,2,0,9,2,0.026178275,+40:05:18.82
7423,SK052C,2,2,0,9,2,0.026367002,+41:23:36.88
7424,SK053C,2,2,0,9,2,0.026398137,+42:02:57.48
7425,SK054C,2,2,0,9,2,0.026459583,+40:24:31.00
7426,SK055C,2,2,0,9,2,0.026537998,+41:52:47.92
7427,SK056C,2,2,0,9,2,0.026649664,+40:50:57.29
7428,SK057C,2,2,0,9,2,0.02689272,+41:58:38.71
7429,SK058C,2,2,0,9,2,0.026949363,+40:03:01.97
7430,SK059C,6,0,0,9,6,0.027010856,+40:38:30.34
7431,SK060C,2,2,0,9,2,0.027012697,+40:38:39.26
7432,SK061C,2,2,0,9,2,0.027073947,+41:43:58.55
7433,SK062C,2,2,0,9,2,0.027097616,+42:03:54.70
7434,SK063C,2,2,0,9,2,0.027169676,+40:40:12.50
7435,SK064C,2,2,0,9,2,0.027195856,+41:35:15.69
7436,SK065C,6,0,0,9,6,0.027206586,+41:01:18.52
7437,SK066C,2,2,0,9,2,0.027259282,+42:22:50.89
7438,SK067C,2,2,0,9,2,0.027312859,+40:37:59.75
7439,SK068C,6,0,0,9,6,0.027354803,+40:14:40.39
7440,SK069C,2,2,0,9,2,0.027412338,+42:02:56.33
7441,SK070C,6,0,0,9,6,0.027533194,+41:34:39.07
7442,SK071C,2,1,0,9,2,0.027751632,+41:00:57.73
7443,SK072C,6,0,0,9,6,0.027767465,+40:28:17.11
7444,SK073C,2,2,0,9,2,0.027827523,+40:14:11.47
7445,SK074C,2,2,0,9,2,0.027838912,+41:26:36.22
7446,SK075C,2,2,0,9,2,0.027857523,+41:43:09.88
7447,SK076C,6,0,0,9,6,0.027875359,+40:37:59.43
7448,SK077C,2,2,0,9,2,0.027956308,+41:54:23.69
7449,SK078C,2,2,0,9,2,0.027957477,+40:46:23.22
7450,SK079C,2,2,0,9,2,0.027969838,+41:34:04.98
7451,SK080C,2,2,0,9,2,0.028010752,+41:55:07.37
7452,SK081C,6,0,0,9,6,0.028019086,+41:38:44.20
7453,SK082C,2,2,0,9,2,0.028090579,+41:33:18.78
7454,SK083C,4,0,0,9,4,0.028097002,+41:23:14.54
7455,SK084C,6,0,0,9,6,0.02810706,+41:39:06.90
7456,SK085C,6,0,0,9,6,0.028162778,+40:51:53.69
7457,SK086C,2,2,0,9,2,0.028280729,+41:35:34.79
7459,SK088C,2,2,0,9,2,0.028334167,+40:40:39.90
7460,SK089C,6,0,0,9,6,0.028368634,+40:16:46.24
7461,SK090C,2,2,0,9,2,0.028392025,+40:00:43.79
7462,SK091C,6,0,6,9,6,0.028441053,+40:21:55.20
7463,SK092C,2,2,0,9,2,0.028501725,+40:48:15.30
7464,SK093C,6,0,6,9,6,0.028512245,+40:46:06.65
7465,SK094C,6,0,0,9,6,0.028560949,+41:33:41.37
7466,SK095C,2,2,0,9,2,0.028562859,+41:51:32.82
7467,SK096C,6,0,0,9,6,0.028727164,+42:08:26.37
7468,SK097C,2,2,0,9,2,0.028755417,+42:20:14.57
7469,SK098C,6,0,0,9,6,0.028830336,+40:39:08.15
7470,SK099C,6,0,0,9,6,0.028932106,+40:56:33.22
7471,SK100C,2,2,0,9,2,0.028946748,+41:04:05.70
7472,SK101C,6,0,6,9,6,0.029045914,+41:55:25.82
7473,SK102C,6,0,6,9,6,0.029119745,+40:50:20.39
7475,SK104C,2,2,0,9,2,0.029202199,+40:03:49.37
7476,SK105C,6,0,0,9,6,0.02924897,+41:55:48.96
7477,SK106C,6,0,0,9,6,0.029264884,+40:58:04.52
7478,SK107C,6,0,6,9,6,0.029331389,+41:34:26.73
7479,SK108C,2,2,0,9,2,0.029437477,+40:38:36.58
7480,SK109C,6,0,6,9,6,0.029514248,+41:23:26.04
7481,SK110C,2,2,0,9,2,0.029549861,+40:04:54.19
7482,SK111C,6,0,0,9,6,0.029649699,+40:16:45.88
7483,SK112C,6,0,0,9,6,0.029682292,+40:54:28.76
7484,SK113C,6,0,6,9,6,0.029688669,+41:17:52.02
7485,SK114C,2,2,0,9,2,0.029723947,+40:18:24.91
7486,SK115C,6,0,0,9,6,0.029743021,+41:22:36.17
7487,SK116C,6,0,0,9,6,0.029759109,+41:23:15.73
7488,SK117C,2,2,0,9,2,0.029874884,+40:44:59.04
7489,SK118C,2,2,0,9,2,0.029921806,+41:14:28.57
7490,SK119C,6,0,0,9,6,0.02996456,+41:07:31.77
7491,SK120C,2,2,0,9,2,0.029979306,+41:17:20.52
7492,SK121C,6,0,0,9,6,0.030035914,+41:47:26.20
7493,SK122C,6,0,0,9,6,0.030045301,+41:30:32.89
7494,SK123C,2,4,0,9,4,0.030108935,+40:23:56.23
7495,SK124C,6,0,0,9,6,0.030136806,+41:35:15.65
7496,SK125C,6,0,0,9,6,0.0301761,+41:07:54.37
7497,SK126C,2,2,0,9,2,0.030208947,+40:17:07.16
7498,SK127C,6,0,6,9,6,0.030258796,+41:40:46.20
7499,SK128C,2,2,0,9,2,0.030346111,+40:24:01.91
7500,SK129C,6,0,0,9,6,0.030356667,+41:46:30.90
7501,SK130C,6,0,0,9,6,0.030375162,+41:47:05.19
7502,SK131C,6,0,0,9,6,0.030384502,+41:27:56.31
7503,SK132C,6,0,0,9,6,0.03040728,+41:27:44.90
7504,SK133C,2,2,0,9,2,0.03046022,+40:37:44.04
7505,SK134C,1,0,1,9,6,0.030466667,+41:36:22.80
7506,SK135C,2,2,0,9,2,0.030569109,+41:04:05.42
7507,SK136C,2,2,0,9,2,0.030607141,+40:05:19.76
7508,SK137C,2,2,0,9,2,0.030621921,+41:15:51.97
7509,SK138C,2,2,0,9,2,0.030694306,+42:11:06.76
7510,SK139C,6,0,0,9,6,0.030736308,+41:53:32.20
7511,SK140C,2,2,0,9,2,0.03074831,+40:36:26.71
7512,SK141C,6,0,0,9,6,0.030756412,+41:49:17.22
7513,SK142C,2,2,0,9,2,0.030839907,+41:51:45.67
7514,SK143C,6,0,6,9,6,0.030867639,+41:38:34.37
7515,SK144C,6,0,6,9,6,0.030899618,+41:55:37.10
7516,SK145C,6,0,6,9,6,0.030905637,+41:54:48.59
7517,SK146C,6,0,6,9,6,0.030918252,+41:36:49.19
7518,SK147C,2,2,0,9,2,0.030929618,+40:16:40.10
7519,SK148C,2,2,0,9,2,0.030932164,+40:38:56.57
7520,SK149C,6,0,6,9,2,0.030953356,+41:51:18.29
7521,SK150C,6,0,0,9,6,0.030978727,+41:46:47.21
7522,SK151C,6,0,0,9,6,0.030989745,+42:08:49.80
7523,SK152C,6,0,6,9,6,0.030993981,+41:51:53.40
7524,SK153C,2,2,0,9,2,0.031000972,+41:25:11.25
7525,SK154C,6,0,6,9,6,0.031027118,+41:56:46.87
7526,SK155C,6,0,0,9,6,0.031059896,+41:47:20.19
7527,SK156C,2,2,0,9,2,0.031087477,+40:35:19.73
7528,SK157C,2,2,0,9,2,0.031091806,+40:33:07.06
7529,SK158C,2,2,0,9,2,0.031134167,+40:23:15.84
7530,SK159C,2,2,0,9,2,0.03117397,+41:31:56.24
7531,SK160C,2,2,0,9,2,0.031185718,+40:06:44.45
7532,SK161C,1,0,1,9,6,0.031211771,+41:54:59.08
7533,SK162C,2,2,0,9,2,0.031328449,+40:44:07.55
7534,SK163C,6,0,0,9,6,0.031331111,+42:17:47.45
7535,SK164C,6,0,0,9,6,0.031333194,+41:23:47.08
7536,SK165C,2,2,0,9,2,0.031377697,+40:35:14.58
7539,SK168C,6,0,6,9,6,0.031423171,+41:40:12.13
7540,SK169C,6,0,0,9,6,0.03142765,+41:47:40.79
7542,SK171C,6,0,0,9,6,0.031441748,+41:41:02.01
7543,SK172C,2,2,0,9,2,0.031475278,+41:22:52.10
7544,SK173C,6,0,0,9,6,0.031476806,+41:36:11.08
7545,SK174C,2,2,0,9,2,0.031495625,+41:30:01.66
7546,SK175C,2,2,0,9,2,0.031494942,+41:40:55.98
7547,SK176C,6,0,0,9,6,0.031512025,+42:19:18.66
7548,SK177C,6,0,0,9,6,0.031515891,+41:30:17.29
7549,SK178C,6,0,0,9,6,0.031534225,+41:27:41.59
7550,SK179C,2,2,0,9,2,0.031543634,+40:19:00.81
7551,SK180C,2,2,0,9,2,0.031561644,+41:15:45.11
7552,SK181C,2,2,0,9,2,0.031565081,+41:41:59.06
7553,SK182C,2,2,0,9,2,0.031566192,+41:32:54.06
7554,SK183C,2,2,0,9,2,0.031569086,+41:23:23.85
7555,SK184C,6,0,0,9,6,0.03160147,+41:37:13.91
7556,SK185C,6,0,0,9,6,0.031617523,+41:28:31.52
7557,SK186C,6,0,0,9,6,0.031644363,+41:28:06.79
7558,SK187C,2,2,0,9,2,0.031686748,+41:54:04.36
7559,SK188C,2,2,0,9,2,0.031699086,+41:53:41.29
7560,SK189C,6,0,0,9,6,0.031717523,+41:42:15.82
7561,SK190C,2,2,0,9,2,0.031759167,+41:54:27.07
7562,SK191C,6,0,0,9,6,0.031761354,+41:42:53.78
7563,SK192C,2,2,0,9,2,0.031802882,+41:52:17.26
7564,SK193C,2,2,0,9,2,0.031828356,+40:05:09.21
7565,SK194C,4,0,4,9,2,0.031830475,+41:43:49.87
7566,SK195C,2,2,0,9,2,0.031844086,+40:25:45.30
7567,SK196C,2,2,0,9,2,0.031847002,+40:04:43.90
7568,SK197C,2,2,0,9,2,0.03191728,+40:17:09.65
7569,SK198C,2,2,0,9,2,0.031977361,+40:23:03.99
7570,SK199C,2,2,0,9,2,0.031988229,+41:36:28.90
7571,SK200C,2,2,0,9,2,0.032015139,+40:22:25.96
7572,SK201C,2,2,0,9,2,0.032142894,+41:36:35.85
7573,SK202C,2,2,0,9,2,0.032156609,+41:47:00.96
7574,SK203C,2,2,0,9,2,0.032208669,+40:57:48.71
7575,SK204C,2,2,0,9,2,0.032210023,+40:20:42.29
7576,SK205C,2,2,0,9,2,0.032231586,+40:35:08.43
7577,SK206C,2,2,0,9,2,0.03234603,+40:30:41.08
7578,SK207C,2,2,0,9,2,0.032367581,+41:10:31.97
7579,SK208C,2,2,0,9,2,0.032370891,+40:43:01.27
7580,SK209C,6,0,0,9,6,0.032403866,+41:51:35.38
7581,SK210C,6,0,0,9,6,0.032502384,+41:45:40.25
7582,SK211C,6,0,0,9,6,0.032520498,+41:45:44.03
7583,SK212C,2,6,0,9,2,0.032559583,+41:22:07.07
7584,SK213C,2,2,0,9,2,0.032624942,+42:17:45.36
7585,SK214C,2,2,0,9,2,0.032626389,+40:54:02.45
7586,SK215C,2,2,0,9,2,0.032665752,+41:03:25.24
7587,SK216C,2,2,0,9,2,0.032682477,+41:39:14.62
7588,SK217C,6,0,0,9,6,0.032726528,+41:41:18.60
7589,SK218C,6,0,0,9,6,0.032893507,+42:26:57.63
7590,SK219C,2,2,0,9,2,0.032931725,+41:02:21.44
7591,SK220C,6,0,0,9,6,0.032972141,+41:53:50.28
7592,SK221C,2,2,0,9,2,0.033319803,+41:39:33.43
7593,SK222C,2,2,0,9,2,0.033327384,+41:54:13.18
7594,SK223C,2,2,0,9,2,0.033386863,+40:08:27.01
7595,SK224C,2,2,0,9,2,0.033433333,+41:49:08.25
7596,SK225C,2,2,0,9,2,0.033696539,+42:01:05.78
7597,SK226C,6,0,0,9,6,0.033730394,+41:54:27.07
7598,SK227C,2,2,0,9,2,0.033843414,+42:15:49.00
7599,SK228C,2,2,0,9,2,0.033871505,+41:46:46.06
7600,SK229C,2,2,0,9,2,0.034155799,+41:57:53.30
7601,SK230C,6,0,0,9,6,0.03418191,+41:01:01.69
7602,SK231C,6,0,0,9,6,0.034199525,+41:09:08.70
7603,SK232C,2,2,0,9,2,0.034324977,+42:06:07.33
7604,SK233C,2,2,0,9,2,0.034440336,+42:11:43.19
7605,SK234C,6,0,0,9,6,0.035517361,+42:11:27.66
7606,SK001D,6,0,0,9,0,0.024430324,+41:44:03.10
7607,SK002D,6,0,0,9,0,0.024504167,+41:22:13.00
7608,SK003D,6,0,0,9,0,0.024537963,+41:21:41.70
7609,SK004D,6,0,0,9,0,0.024597106,+42:06:51.30
7610,SK005D,6,0,0,9,0,0.024607523,+41:44:42.00
7611,SK006D,6,0,0,9,0,0.024694213,+42:07:06.80
7612,SK007D,6,0,0,9,0,0.024741782,+42:07:03.50
7613,SK008D,6,0,0,9,0,0.024831713,+41:45:14.00
7614,SK009D,6,0,0,9,0,0.025104039,+41:01:23.13
7615,SK010D,6,0,0,9,0,0.025246065,+41:44:34.30
7616,SK011D,6,0,0,9,0,0.025316898,+41:43:32.80
7617,SK012D,6,0,0,9,0,0.025355324,+40:37:09.60
7618,SK013D,6,0,0,9,0,0.025364097,+41:01:09.57
7619,SK014D,6,0,0,9,0,0.025401736,+41:42:45.60
7620,SK015D,6,0,0,9,0,0.025489815,+41:45:15.50
7621,SK016D,6,0,0,9,0,0.025522153,+41:00:48.76
7622,SK017D,6,0,0,9,0,0.02553125,+41:42:38.20
7623,SK018D,6,0,0,9,0,0.025537384,+41:20:53.40
7624,SK019D,6,0,0,9,0,0.02556412,+42:06:11.90
7625,SK020D,6,0,0,9,0,0.025566782,+41:42:29.00
7626,SK021D,6,0,0,9,0,0.025664815,+40:39:29.70
7627,SK022D,6,0,0,9,0,0.025695833,+42:04:35.90
7628,SK023D,6,0,0,9,0,0.025737269,+41:01:07.50
7629,SK024D,6,0,0,9,0,0.025748727,+40:37:05.10
7630,SK025D,6,0,0,9,0,0.025758565,+41:00:04.20
7631,SK026D,6,0,0,9,0,0.025761458,+42:01:53.70
7632,SK027D,6,0,0,9,0,0.025765394,+41:41:35.70
7633,SK028D,6,0,0,9,0,0.025790162,+41:46:46.80
7634,SK029D,6,0,0,9,0,0.025815856,+40:34:04.50
7635,SK030D,6,0,0,9,0,0.025845718,+40:17:10.00
7636,SK031D,6,0,0,9,0,0.025850926,+41:38:58.50
7637,SK032D,6,0,0,9,0,0.025851273,+41:57:47.70
7638,SK033D,6,0,0,9,0,0.025853356,+41:42:23.90
7639,SK034D,6,0,0,9,0,0.026121875,+41:00:21.00
7640,SK035D,6,0,0,9,0,0.026178704,+41:00:43.40
7641,SK036D,6,0,0,9,0,0.026827315,+41:23:18.90
7642,SK037D,6,0,0,9,0,0.02738044,+41:45:20.50
7643,SK038D,6,0,0,9,0,0.027758333,+40:39:22.00
7644,SK039D,6,0,0,9,0,0.027911829,+41:51:46.15
7645,SK040D,6,0,0,9,0,0.027951157,+41:00:47.00
7646,SK041D,6,0,6,9,0,0.027966528,+40:28:15.22
7647,SK042D,6,0,0,9,0,0.027982025,+41:23:34.32
7648,SK043D,6,0,0,9,0,0.027987037,+40:49:48.30
7649,SK044D,6,0,0,9,0,0.028058831,+40:41:53.57
7650,SK045D,6,0,0,9,0,0.028066667,+41:22:35.20
7651,SK046D,6,0,6,9,0,0.028157674,+40:44:11.01
7652,SK047D,6,0,0,9,0,0.028186574,+40:49:17.20
7653,SK048D,6,0,0,9,0,0.028233449,+40:51:05.00
7654,SK049D,6,0,0,9,0,0.028278218,+40:46:25.61
7655,SK050D,6,0,0,9,0,0.02832581,+41:22:23.70
7656,SK051D,6,0,0,9,0,0.028502396,+40:38:35.72
7657,SK052D,6,0,0,9,0,0.028503935,+40:36:46.20
7658,SK053D,6,0,0,9,0,0.028510995,+42:07:04.70
7659,SK054D,6,0,0,9,0,0.028554745,+41:21:44.00
7660,SK055D,6,0,0,9,0,0.028581829,+41:22:57.30
7661,SK056D,6,0,0,9,0,0.028585648,+42:04:58.50
7662,SK057D,6,0,0,9,0,0.028587037,+41:45:11.20
7663,SK058D,6,0,0,9,0,0.028593634,+41:19:18.90
7664,SK059D,6,0,0,9,0,0.028601852,+42:05:41.50
7665,SK060D,6,0,0,9,0,0.028611111,+41:45:25.20
7666,SK061D,6,0,0,9,0,0.028632755,+42:07:18.70
7667,SK062D,6,0,0,9,0,0.028643056,+41:21:28.10
7668,SK063D,6,0,0,9,0,0.028714699,+41:13:59.90
7669,SK064D,6,0,0,9,0,0.028724537,+41:50:26.50
7670,SK065D,6,0,0,9,0,0.028846296,+42:04:35.20
7671,SK066D,6,0,0,9,0,0.028987269,+41:45:31.70
7672,SK067D,6,0,0,9,0,0.029103356,+41:23:04.26
